"","topic1","topic2","topic3","project","projecttype"
"wikidatawiki",1.26912038768362e-06,0.999998511029744,2.19849868675137e-07,"wikidatawiki","Other"
"wuuwiki",0.997158029073209,8.29146609638428e-05,0.0027590562658272,"wuuwiki","Wikipedia"
"xhwiki",0.997455470737913,0.00127226463104326,0.00127226463104332,"xhwiki","Wikipedia"
"xmfwiki",0.999197181730141,0.000196011401406801,0.000606806868451878,"xmfwiki","Wikipedia"
"yiwiki",0.877101356463796,0.000635893844917519,0.122262749691287,"yiwiki","Wikipedia"
"zeawiki",0.0971132444076176,0.801697846206026,0.101188909386356,"zeawiki","Wikipedia"
"zh_classicalwiki",0.994514939640415,0.00191557810721179,0.00356948225237309,"zh_classicalwiki","Wikipedia"
"zh_min_nanwiki",0.990762789001022,0.00891738909340819,0.000319821905570125,"zh_min_nanwiki","Wikipedia"
"zh_yuewiki",0.998315173516389,0.000117873359006819,0.00156695312460434,"zh_yuewiki","Wikipedia"
"zhwiki",0.99077421938418,0.000212181084830798,0.00901359953098897,"zhwiki","Wikipedia"
"zhwikivoyage",0.991961947481341,0.00192795847979552,0.00611009403886382,"zhwikivoyage","Wikivoyage"
"zuwiki",0.997455470737914,0.00127226463104326,0.00127226463104328,"zuwiki","Wikipedia"
