"","topic1","topic2","topic3","project","projecttype"
"plwikiquote",0.999320543453082,0.00038031057033571,0.000299145976582083,"plwikiquote","Wikiquote"
"plwikisource",0.854520833294692,0.00404206327383456,0.141437103431474,"plwikisource","Wikisource"
"pmswiki",0.833682559205259,0.055775567866617,0.110541872928124,"pmswiki","Wikipedia"
"pnbwiki",0.991214319544125,0.00411410821941976,0.00467157223645541,"pnbwiki","Wikipedia"
"pntwiki",0.998438719750195,0.000780640124902421,0.000780640124902421,"pntwiki","Wikipedia"
"pswiki",0.941616852672355,0.0564411047496066,0.00194204257803883,"pswiki","Wikipedia"
"ptwiki",0.996285506405084,0.00117265307585634,0.00254184051905915,"ptwiki","Wikipedia"
"ptwikibooks",0.00026081724334524,0.000261260053017777,0.999477922703637,"ptwikibooks","Wikibooks"
"ptwikinews",0.000780640124902882,0.998438719750194,0.000780640124902816,"ptwikinews","Wikinews"
"ptwikiquote",0.973004567635,0.00381204800200563,0.0231833843629943,"ptwikiquote","Wikiquote"
"ptwikisource",0.975002208818221,0.000915936387946037,0.0240818547938326,"ptwikisource","Wikisource"
"quwiki",0.974478521301415,0.0111019346332499,0.014419544065335,"quwiki","Wikipedia"
"rmwiki",0.658350120089189,0.156060696399984,0.185589183510827,"rmwiki","Wikipedia"
"rnwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"rnwiki","Wikipedia"
"roa_rupwiki",0.753462020961563,0.210238574552149,0.0362994044862884,"roa_rupwiki","Wikipedia"
"roa_tarawiki",0.000780640124902446,0.000780640124902426,0.998438719750195,"roa_tarawiki","Wikipedia"
"rowiki",0.681623655811675,0.318079763318882,0.000296580869443177,"rowiki","Wikipedia"
"rowikiquote",0.925737281973206,0.0623656758154511,0.011897042211343,"rowikiquote","Wikiquote"
"rowikisource",0.924000375886585,0.0419835740896088,0.034016050023806,"rowikisource","Wikisource"
"ruewiki",0.867199688257881,0.117379574072498,0.015420737669622,"ruewiki","Wikipedia"
"ruwiki",0.505591043594394,0.494327546474626,8.14099309795209e-05,"ruwiki","Wikipedia"
"ruwikinews",0.927039437205173,0.0586574378187631,0.0143031249760636,"ruwikinews","Wikinews"
"ruwikiquote",0.999484798387046,0.000274370912782214,0.000240830700172039,"ruwikiquote","Wikiquote"
"ruwikisource",0.991266802198045,0.00130246628725234,0.0074307315147029,"ruwikisource","Wikisource"
"rwwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"rwwiki","Wikipedia"
"sahwiki",0.92734422875161,0.0602466649682898,0.0124091062801001,"sahwiki","Wikipedia"
"sawiki",0.995680154256392,0.00367749062174727,0.000642355121860886,"sawiki","Wikipedia"
"sawikisource",0.989311720222742,0.00911952087433089,0.00156875890292752,"sawikisource","Wikisource"
"scnwiki",0.907160618802807,0.0145492164973835,0.0782901646998097,"scnwiki","Wikipedia"
"scowiki",0.972097838867399,0.00276799906717438,0.0251341620654271,"scowiki","Wikipedia"
"scwiki",0.791703545735306,0.0217227101777561,0.186573744086938,"scwiki","Wikipedia"
"sdwiki",0.881611575700014,0.101103412025696,0.0172850122742898,"sdwiki","Wikipedia"
"sewiki",0.872464326848007,0.10026384511218,0.0272718280398131,"sewiki","Wikipedia"
"sgwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"sgwiki","Wikipedia"
"shwiki",0.997134769685618,0.000337379305096001,0.00252785100928617,"shwiki","Wikipedia"
"simplewiki",0.997267999467425,0.000381963700359443,0.00235003683221599,"simplewiki","Wikipedia"
"simplewikiquote",0.873778922842486,0.0229265175698466,0.103294559587667,"simplewikiquote","Wikiquote"
"siwiki",0.989502262440209,0.00707556560764325,0.00342217195214808,"siwiki","Wikipedia"
"skwiki",0.994010398366072,0.000648687962219767,0.00534091367170826,"skwiki","Wikipedia"
"skwikiquote",0.914694400506483,0.0586210940522616,0.0266845054412549,"skwikiquote","Wikiquote"
"slwiki",0.000672960306449979,0.998487434839799,0.000839604853751167,"slwiki","Wikipedia"
"slwikiquote",0.803063559622319,0.0412042321630357,0.155732208214645,"slwikiquote","Wikiquote"
"slwikisource",0.718192358195452,0.118416880717291,0.163390761087257,"slwikisource","Wikisource"
"smwiki",0.729300989439491,0.261400053579833,0.00929895698067609,"smwiki","Wikipedia"
"snwiki",0.267597949005024,0.714503849677619,0.0178982013173567,"snwiki","Wikipedia"
"sowiki",0.547678133914626,0.450216064126563,0.00210580195881042,"sowiki","Wikipedia"
"specieswiki",0.00397520713529557,0.000531337348657568,0.995493455516047,"specieswiki","Other"
"sqwiki",0.994055087114542,0.00261072280835227,0.00333419007710499,"sqwiki","Wikipedia"
"sqwikibooks",0.553869215487934,0.395046235760648,0.051084548751418,"sqwikibooks","Wikibooks"
"sqwikiquote",0.998438719750195,0.000780640124902866,0.000780640124902655,"sqwikiquote","Wikiquote"
"srnwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"srnwiki","Wikipedia"
"srwiki",0.991849412898675,0.00591155786083931,0.00223902924048579,"srwiki","Wikipedia"
"srwikibooks",0.776906769894033,0.0565816323423536,0.166511597763613,"srwikibooks","Wikibooks"
"srwikinews",0.000780640124902882,0.998438719750194,0.000780640124902816,"srwikinews","Wikinews"
"srwikiquote",0.721098387077371,0.0783234702003751,0.200578142722254,"srwikiquote","Wikiquote"
"srwikisource",0.890371131016374,0.0433653734297687,0.0662634955538575,"srwikisource","Wikisource"
"sswiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"sswiki","Wikipedia"
"stqwiki",0.768322027288438,0.194813222449097,0.0368647502624656,"stqwiki","Wikipedia"
"stwiki",0.0704001783741374,0.894498208729227,0.0351016128966353,"stwiki","Wikipedia"
"suwiki",0.509701416465813,0.411041090084046,0.0792574934501413,"suwiki","Wikipedia"
"svwiki",0.436552230582068,0.563301241706116,0.000146527711815542,"svwiki","Wikipedia"
"svwikibooks",0.998438719750195,0.000780640124902877,0.000780640124902539,"svwikibooks","Wikibooks"
"svwikiquote",0.979851544726689,0.0151327878189465,0.00501566745436413,"svwikiquote","Wikiquote"
"svwikisource",0.00172888034812116,0.997381884588274,0.000889235063605102,"svwikisource","Wikisource"
"swwiki",0.987284411394323,0.00895546867764717,0.00376011992802987,"swwiki","Wikipedia"
"szlwiki",0.947456358282536,0.0383868584047597,0.0141567833127041,"szlwiki","Wikipedia"
"tawiki",0.976052399006514,0.00108707816712783,0.0228605228263578,"tawiki","Wikipedia"
"tawikibooks",0.998438719750195,0.000780640124902866,0.000780640124902655,"tawikibooks","Wikibooks"
"tawikinews",0.000780640124902882,0.998438719750194,0.000780640124902816,"tawikinews","Wikinews"
"tawikiquote",0.730927514757522,0.0408408050364788,0.228231680205999,"tawikiquote","Wikiquote"
"tawikisource",0.964961810161679,0.0233253366671736,0.011712853171148,"tawikisource","Wikisource"
"tcywiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"tcywiki","Wikipedia"
"testwikidatawiki",0.998438719750195,0.00078064012490242,0.000780640124902543,"testwikidatawiki","Other"
"tetwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"tetwiki","Wikipedia"
"tewiki",0.984497209838048,0.00305735966269405,0.0124454304992585,"tewiki","Wikipedia"
"tgwiki",0.00941709180796163,0.989564374446928,0.00101853374511025,"tgwiki","Wikipedia"
"thwiki",0.996921769294085,0.000445098270932983,0.00263313243498155,"thwiki","Wikipedia"
"thwikibooks",0.237592260104327,0.0732967397776388,0.689111000118034,"thwikibooks","Wikibooks"
"thwikiquote",0.694465455978866,0.0882292673675717,0.217305276653562,"thwikiquote","Wikiquote"
"thwikisource",0.939552548926223,0.0225526250646562,0.0378948260091207,"thwikisource","Wikisource"
"tiwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"tiwiki","Wikipedia"
"tkwiki",0.957269926891019,0.0223493184709001,0.0203807546380812,"tkwiki","Wikipedia"
"tlwiki",0.998417937688243,0.000928979883716719,0.000653082428039917,"tlwiki","Wikipedia"
"tnwiki",0.538549765663024,0.419701251083747,0.0417489832532289,"tnwiki","Wikipedia"
"towiki",0.538549765663024,0.419701251083747,0.0417489832532289,"towiki","Wikipedia"
"tpiwiki",0.538549765663024,0.419701251083747,0.0417489832532289,"tpiwiki","Wikipedia"
"trwiki",0.999184458332043,0.000202727801296732,0.000612813866659746,"trwiki","Wikipedia"
"trwikibooks",0.00078064012490242,0.00078064012490242,0.998438719750195,"trwikibooks","Wikibooks"
"trwikiquote",0.991967126138867,0.00438566788244546,0.00364720597868789,"trwikiquote","Wikiquote"
"trwikisource",0.907536208430101,0.065921719418171,0.0265420721517283,"trwikisource","Wikisource"
"tswiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"tswiki","Wikipedia"
"ttwiki",0.44714028365976,0.511811496112121,0.0410482202281195,"ttwiki","Wikipedia"
"tumwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"tumwiki","Wikipedia"
"twwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"twwiki","Wikipedia"
"tyvwiki",0.0941494904491849,0.905544622203764,0.000305887347051027,"tyvwiki","Wikipedia"
"tywiki",0.777123530110993,0.193117609111263,0.0297588607777439,"tywiki","Wikipedia"
"udmwiki",0.559234127909667,0.43777342302187,0.00299244906846335,"udmwiki","Wikipedia"
"ugwiki",0.983050222945795,0.0148744636260274,0.0020753134281779,"ugwiki","Wikipedia"
"ukwiki",0.846681482167766,0.153236951132693,8.15666995415456e-05,"ukwiki","Wikipedia"
"ukwikiquote",0.996331786221792,0.00236793375119504,0.00130028002701334,"ukwikiquote","Wikiquote"
"ukwikisource",0.944279531278653,0.0463351470050392,0.00938532171630726,"ukwikisource","Wikisource"
"urwiki",0.00634816949579125,0.993124098605867,0.000527731898341958,"urwiki","Wikipedia"
"urwikiquote",0.884968999189377,0.0384535530587607,0.0765774477518619,"urwikiquote","Wikiquote"
"uzwiki",0.98484662019058,0.00440432376184812,0.0107490560475722,"uzwiki","Wikipedia"
"vecwiki",0.87258723480179,0.0430883875086134,0.0843243776895962,"vecwiki","Wikipedia"
"vepwiki",0.0268406093311128,0.972301140378636,0.000858250290251126,"vepwiki","Wikipedia"
"vewiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"vewiki","Wikipedia"
"viwiki",0.996360030441016,0.00324722758670176,0.000392741972282557,"viwiki","Wikipedia"
"viwikiquote",0.981576589469598,0.014225665645196,0.00419774488520554,"viwikiquote","Wikiquote"
"viwikisource",0.75241126528636,0.00249026735312383,0.245098467360516,"viwikisource","Wikisource"
"vlswiki",0.866392419689968,0.108641117324585,0.0249664629854475,"vlswiki","Wikipedia"
"vowiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"vowiki","Wikipedia"
"warwiki",0.989795098211195,0.00490230906859956,0.0053025927202058,"warwiki","Wikipedia"
"wawiki",0.821624399335174,0.0369827211993634,0.141392879465463,"wawiki","Wikipedia"
"wikidatawiki",2.54751829741333e-05,0.0179619595198968,0.982012565297129,"wikidatawiki","Other"
"wowiki",0.478747713629606,0.443150804460978,0.0781014819094161,"wowiki","Wikipedia"
"wuuwiki",0.969944320954828,0.00959573794728932,0.0204599410978824,"wuuwiki","Wikipedia"
"xalwiki",0.000780640124902882,0.998438719750194,0.000780640124902816,"xalwiki","Wikipedia"
"xhwiki",0.267597949005024,0.714503849677619,0.0178982013173567,"xhwiki","Wikipedia"
"xmfwiki",0.988253868488954,0.00580681451424566,0.00593931699680018,"xmfwiki","Wikipedia"
"yiwiki",0.97605780219142,0.0117560846306839,0.0121861131778958,"yiwiki","Wikipedia"
"yowiki",0.905221605249184,0.0890608105356024,0.00571758421521406,"yowiki","Wikipedia"
"zawiki",0.850271921015326,0.0174668349159463,0.132261244068728,"zawiki","Wikipedia"
"zeawiki",0.709034481349913,0.280478716836415,0.010486801813672,"zeawiki","Wikipedia"
"zh_classicalwiki",0.995733269660388,0.0017927056522477,0.00247402468736418,"zh_classicalwiki","Wikipedia"
"zh_min_nanwiki",0.996860484063859,0.000924047840290498,0.00221546809585048,"zh_min_nanwiki","Wikipedia"
"zh_min_nanwikiquote",0.000780640124902882,0.998438719750194,0.000780640124902816,"zh_min_nanwikiquote","Wikiquote"
"zh_min_nanwikisource",0.998438719750195,0.000780640124902421,0.000780640124902421,"zh_min_nanwikisource","Wikisource"
"zh_yuewiki",0.995817235165506,0.0013711213279125,0.00281164350658134,"zh_yuewiki","Wikipedia"
"zhwiki",0.998181517163848,0.000112383263671988,0.00170609957247972,"zhwiki","Wikipedia"
"zhwikibooks",0.000391055018260533,0.000391589381420346,0.999217355600319,"zhwikibooks","Wikibooks"
"zhwikiquote",0.988729654242896,0.0027828850417643,0.00848746071534017,"zhwikiquote","Wikiquote"
"zhwikisource",0.983436822096924,0.000656811307095513,0.0159063665959808,"zhwikisource","Wikisource"
"zhwikivoyage",0.998438719750195,0.000780640124902534,0.000780640124902541,"zhwikivoyage","Wikivoyage"
"zuwiki",0.0704001783741374,0.894498208729227,0.0351016128966353,"zuwiki","Wikipedia"
