"","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","project","projecttype"
"fiwikiquote",0.472669170608122,0.523967951203251,0.00129901986797482,0.000313993393946194,0.00123025268418414,4.74976153704301e-06,3.45751935553412e-05,0.000100289907633542,0.000379997379796005,"fiwikiquote","Wikiquote"
"fiwikisource",0.991570430374597,0.00168018788173317,0.00143760497374619,0.00139163561775625,0.00167829624012827,2.35072741729974e-05,0.000268865998054348,0.00102976834119211,0.000919703298619851,"fiwikisource","Wikisource"
"fiwikivoyage",0.951210986433045,0.0230044945883705,0.006535991320478,0.011562582797481,0.00460889227990081,0.000138064383848046,0.000472549479076616,0.000118927215814494,0.0023475115019856,"fiwikivoyage","Wikivoyage"
"fjwiki",0.776177834742473,0.00657226329063786,0.00620270475793241,0.00143113352973989,0.20743802341632,4.08936656959803e-05,0.000663785621120714,0.000103208309232593,0.00137015266684729,"fjwiki","Wikipedia"
"fowiki",0.795147667223865,0.201566087461355,0.0023508533109552,0.000270523013007166,0.000495775240896814,2.33137436061487e-06,1.96860608615073e-05,2.52949191857426e-06,0.000144546822780654,"fowiki","Wikipedia"
"frpwiki",0.876366204109725,0.00951424899553271,0.104287352662666,0.00270186739874293,0.00515005060918664,8.23781556522702e-05,0.000406096088009904,0.000171637079544658,0.00132016490093941,"frpwiki","Wikipedia"
"frrwiki",0.251751356589438,0.000943045459628722,0.740844519299397,0.00401436954631691,0.000712337409070027,6.99983911338181e-05,0.000235839073132105,0.00022711623625636,0.00120141799562712,"frrwiki","Wikipedia"
"frwiki",0.0232621553928565,0.39901418794879,0.000119516422570286,0.38919640673644,0.1849593152496,0.000147146384772132,4.32477455977261e-08,0.0030994533296799,0.000201775287545601,"frwiki","Wikipedia"
"frwikibooks",0.947386387089651,0.00989073798341301,0.0302353169525234,0.0035671850704956,0.00462829919916121,0.000105658525484128,0.000578258865415973,7.93112854746201e-05,0.00352884502838096,"frwikibooks","Wikibooks"
"frwikinews",0.103800467147752,0.435736305603646,0.386000969415548,0.0183986017502941,0.039244630685716,0.000122476210065906,0.00531906403352574,0.000119065467731086,0.0112584196857203,"frwikinews","Wikinews"
"frwikiquote",0.309208301570387,0.687804126147384,0.000278981645048764,0.000112679053897653,0.00241456366361954,1.16009378876199e-06,2.83355459761233e-05,4.8542647707756e-05,0.000103309632190865,"frwikiquote","Wikiquote"
"frwikisource",1.33990174326112e-08,1.04134153574182e-08,1.04372536897292e-08,4.71863631262175e-08,1.05955156992666e-08,9.44856190408269e-09,1.05827268154331e-08,0.999999877689137,1.02480093190826e-08,"frwikisource","Wikisource"
"frwikivoyage",0.97759006602984,0.00891573882793139,0.00363964120294917,0.00556066095474563,0.00251789801985291,4.47291838424629e-05,0.000456345472989094,2.64588826907865e-05,0.00124846142515889,"frwikivoyage","Wikivoyage"
"furwiki",0.535817818332446,0.454311775206929,0.00231508607813075,0.00101496313557022,0.00368912238346981,0.000836701305376065,0.000234082027415055,2.2144746445927e-05,0.00175830678421788,"furwiki","Wikipedia"
"fywiki",0.978064334381636,0.000588655893144591,0.000342764015783605,0.0182413433459386,0.00233959345331892,1.33015870704116e-05,4.13152109708756e-05,0.000262982587863901,0.000105709524273066,"fywiki","Wikipedia"
"gagwiki",0.963302150576873,0.00146807690320368,0.0273405267986576,0.00346155641791702,0.00134177138160329,8.75382193049976e-05,0.000754276525238601,7.92676348693539e-05,0.00216483554233262,"gagwiki","Wikipedia"
"ganwiki",0.883165614693379,0.0119717285970258,0.00423294499236483,0.000976286996336795,0.0962355373359688,1.32109250827469e-05,0.000528513390268684,4.56363078872077e-05,0.00283052676168649,"ganwiki","Wikipedia"
"gawiki",0.741512626929883,0.257622118798551,0.00018592005417777,8.40569004444273e-05,0.00050710959377483,3.58850611232857e-06,1.58431386723106e-05,5.89454948110497e-06,6.28415289031592e-05,"gawiki","Wikipedia"
"gdwiki",0.919552909034255,0.00107209469629478,0.000454145407623712,0.000618331594065021,0.0777613192506755,2.7108711271602e-06,0.000153498637259088,0.000108324104165467,0.000276666404534588,"gdwiki","Wikipedia"
"glkwiki",0.931949367193981,0.0207391198439327,0.0294572693053051,0.00437292572876922,0.00601871610041824,0.000109190999440594,0.00184192328241261,7.9318205897177e-05,0.00543216933984369,"glkwiki","Wikipedia"
"glwiki",0.256893590476436,0.73892174151998,6.88498209295189e-05,2.54104840908004e-05,0.00168623975205754,0.000583564066222372,0.000512600024489429,3.43077096363881e-05,0.00127369614615717,"glwiki","Wikipedia"
"glwikiquote",0.775564697991683,0.00448420171563276,0.12672302348775,0.00133943857797042,0.0904038857152812,2.14565284685808e-05,0.000550911478541598,3.36314090614424e-05,0.000878753095611515,"glwikiquote","Wikiquote"
"glwikisource",0.908451369069282,0.0023881048836788,0.00156190496542037,0.0025167381665904,0.00232208044818205,6.18741029739607e-05,0.000334180639728559,0.0798360176619702,0.00252773006217388,"glwikisource","Wikisource"
"gnwiki",0.99145783189159,0.00364718767319969,0.00128424713021056,0.00081481741639626,0.00176909277736106,1.16349146537056e-05,5.8208160271187e-05,0.000402019377786823,0.00055496065853064,"gnwiki","Wikipedia"
"gomwiki",0.994440802350655,0.000603040438051164,0.00265217142950371,0.000821769090778738,0.000515661549811952,2.73673424239271e-05,0.000264789404750199,4.24873969012368e-05,0.000631910997124047,"gomwiki","Wikipedia"
"gotwiki",0.967486658106437,0.0175669185359458,0.00572576221975019,0.0015115415608821,0.00519021857664833,4.12723478589524e-05,0.000423761446201103,0.000343195506866247,0.00171067169941008,"gotwiki","Wikipedia"
"guwiki",0.995932275959992,0.000867757912190971,0.00100210210422453,0.000216423616757522,0.00134170418630318,7.94054184548009e-06,0.000213542142064387,0.000185752606638392,0.000232500929983497,"guwiki","Wikipedia"
"gvwiki",0.993919563580239,0.000762241382190316,0.000211077255701913,0.000205774161845705,0.00469291187569755,8.59145982419938e-06,7.13892966187708e-05,1.05595310062552e-05,0.000117891456875863,"gvwiki","Wikipedia"
"hakwiki",0.991428715568311,0.00120451970352758,0.00298530866863063,0.00036546298440149,0.00210726911937341,1.5366857691527e-05,0.000625781014648663,0.000939661186607545,0.000327914896807781,"hakwiki","Wikipedia"
"hawiki",0.864297036806968,0.00675886516558956,0.121619463493084,0.0022827045459964,0.00184329544911275,8.14816281561561e-05,0.00103001729311326,0.000132215826494085,0.00195491979148592,"hawiki","Wikipedia"
"hawwiki",0.923159629233588,0.000725366122349009,0.0700758496959694,0.00219706360227472,0.00171935423968687,6.44846706558776e-05,0.000638674782247464,0.000279347396608543,0.00114023025662019,"hawwiki","Wikipedia"
"hewiki",0.0462035736769329,0.946502866102565,2.23969841531951e-05,2.81894798449729e-05,0.00689307305540572,5.14621841718644e-08,8.09594616507623e-08,4.13388277384083e-06,0.000345634396678633,"hewiki","Wikipedia"
"hewikiquote",0.824091541737346,0.174565014398386,0.000379665451234244,0.000191421638625195,0.000483032008239486,1.7183248968339e-06,1.82646763257e-05,8.61696099531524e-05,0.000183172154993474,"hewikiquote","Wikiquote"
"hewikisource",0.995972179122718,0.00134194593251833,0.000225158799190145,0.000449300243678551,0.00113883737837163,1.16199695782085e-05,0.000124550999871075,0.000332952781003332,0.000403454773071223,"hewikisource","Wikisource"
"hewikivoyage",0.983133220830627,0.00452249852662285,0.00231862614565195,0.0068944796195472,0.000799736848424183,0.000153172988488435,0.000308565133447735,0.000118865528537878,0.00175083437865288,"hewikivoyage","Wikivoyage"
"hifwiki",0.614647426871144,0.374171302132293,0.000518645683098004,0.000221684203132207,0.0100114002440837,4.22277782917128e-06,9.30537216981929e-05,2.80811297887762e-06,0.00032945625374207,"hifwiki","Wikipedia"
"hiwiki",0.993062127349879,0.00323539594983024,0.000432666161510311,6.4353023468049e-05,0.000286919956354351,0.00188739579533183,1.13470680006908e-05,0.000802758271899236,0.000217036423726487,"hiwiki","Wikipedia"
"hiwikibooks",0.000237416904084314,0.000237416904083571,0.998100664767331,0.000237416904083652,0.000237416904083576,0.000237416904083571,0.000237416904083579,0.000237416904083571,0.000237416904083636,"hiwikibooks","Wikibooks"
"hiwikiquote",0.972805137814377,0.00546274395704503,0.0136402176685134,0.00239114803444395,0.00252748911898842,6.0107139023556e-05,0.000483598635633613,5.94865715191209e-05,0.00257007106045603,"hiwikiquote","Wikiquote"
"howiki",0.998100664767331,0.000237416904083571,0.000237416904083892,0.00023741690408361,0.000237416904083696,0.000237416904083571,0.000237416904083634,0.000237416904083575,0.000237416904083585,"howiki","Wikipedia"
"hrwiki",0.171634071986366,0.828118172164177,5.70050100920016e-05,2.21942687594179e-05,9.54922067306617e-05,1.26303728054237e-07,2.27491152038232e-07,3.54229351331339e-05,3.72876338614693e-05,"hrwiki","Wikipedia"
"hrwikiquote",0.958679230010841,0.00489365132975183,0.00362924078320116,0.000793677096481932,0.0309949407150005,7.10092206318868e-06,0.000318427921337085,1.89293558511105e-05,0.00066480186547179,"hrwikiquote","Wikiquote"
"hrwikisource",0.996009491795387,0.000482307670927668,0.00125389353700318,0.000638187914516294,0.000472310211503797,1.15036091103344e-05,0.00010950994618945,0.000720965403602731,0.000301829911759245,"hrwikisource","Wikisource"
"hsbwiki",0.933441640002945,0.00272738987909373,0.00417765348583302,0.0568571850636488,0.00120408206175446,1.44391511924652e-05,0.000875518144183308,6.80598805769493e-05,0.000634032330771784,"hsbwiki","Wikipedia"
"htwiki",0.973006981893612,0.022553537511512,0.00115511878163066,0.000433202932716985,0.00173113234775601,1.55666663053704e-05,7.7716095408117e-05,0.000117910358379067,0.000908833412679981,"htwiki","Wikipedia"
"huwiki",0.0162681427149167,0.296383096175815,5.66904008361032e-06,0.13186200506094,0.0457896226733986,0.00027689672368328,3.30831785701217e-08,0.50941416284177,3.7168621324944e-07,"huwiki","Wikipedia"
"huwikiquote",0.427183088588944,0.557834690780781,0.00181076263784886,0.000323154190074204,0.0120028599782001,2.75971297681409e-06,6.28573154154787e-05,0.000469482957038835,0.000310343838721128,"huwikiquote","Wikiquote"
"huwikisource",0.852765591770831,0.0108767417424266,0.00224347751590533,0.00188389866321033,0.00783129064770296,2.38158111551329e-05,0.000543447551986315,0.121151005269876,0.002680731026906,"huwikisource","Wikisource"
"hywiki",0.0130428049600752,0.0201556305457898,1.93373550244639e-06,0.037112518783798,1.94437798495437e-05,0.451207598605946,0.477788039738387,0.000658656288043441,1.33735626083901e-05,"hywiki","Wikipedia"
"hywikiquote",0.97563478355635,0.00703786586043678,0.000249255536324644,0.000310760522181239,0.000891553281879865,3.17761131558299e-06,5.64098237331461e-05,0.0155081611047574,0.000308032703021015,"hywikiquote","Wikiquote"
"hywikisource",0.752716687866778,0.00369702801825015,0.0265657785093865,0.00170673991583035,0.00307342430629663,4.06986836818389e-05,0.159656866580749,0.051125360253868,0.00141741586515973,"hywikisource","Wikisource"
"iawiki",0.990351315042926,0.000200245683594698,5.52244536702022e-05,0.000134067516017832,0.00905046847725658,4.09026795622535e-07,1.41692193523386e-05,0.000114085964694553,8.00146156922933e-05,"iawiki","Wikipedia"
"idwiki",0.228461132145628,0.769964920823752,0.000128752655479405,9.51108675547385e-05,0.000883734379178234,9.68979250802577e-08,1.30425839520048e-07,0.000438512463919574,2.76093407238046e-05,"idwiki","Wikipedia"
"idwikibooks",0.998100664767331,0.000237416904083571,0.000237416904083892,0.00023741690408361,0.000237416904083696,0.000237416904083571,0.000237416904083634,0.000237416904083575,0.000237416904083585,"idwikibooks","Wikibooks"
"idwikiquote",0.982993068820292,0.00439557162123891,0.00883241500170804,0.00115582683022294,0.00129628335496873,2.18084847344255e-05,0.000105569204113818,2.30154556810511e-05,0.00117644122703973,"idwikiquote","Wikiquote"
"idwikisource",0.994708435160156,0.000724975071148581,0.000753386631125637,0.00101807615979296,0.000929384297877199,1.89945873729652e-05,0.000187041964898472,0.00111882273808825,0.000540883389540236,"idwikisource","Wikisource"
"iewiki",0.986861184750556,0.0010744296531953,0.00755449516052474,0.00218895500725487,0.000981443542539904,4.19952600430584e-05,0.000503113234819492,5.2149243082348e-05,0.000742234147984238,"iewiki","Wikipedia"
"igwiki",0.840007548060579,0.14826109027144,0.00841346605451318,0.00109641604573668,0.000881261650140792,3.71780127303279e-05,0.000565850926676825,4.48064294160253e-05,0.000692382548767392,"igwiki","Wikipedia"
"ikwiki",0.000237416904084314,0.000237416904083571,0.998100664767331,0.000237416904083652,0.000237416904083576,0.000237416904083571,0.000237416904083579,0.000237416904083571,0.000237416904083636,"ikwiki","Wikipedia"
"ilowiki",0.849416388105019,0.00408550209356613,0.0010973955396486,0.0069930235186537,0.0989464592939486,0.0166764714637758,0.000724352468434519,4.4991814563278e-05,0.0220154157023903,"ilowiki","Wikipedia"
"iowiki",0.846069415354472,0.134250792406598,0.00240114689150936,0.000439025501669718,0.0161340728254666,5.54457357585059e-05,9.24900173388702e-05,0.000307643893647849,0.000249967373539745,"iowiki","Wikipedia"
"iswiki",0.589221139557552,0.410085318834493,0.000116412674577067,0.000207443872866783,0.000291970136004935,2.04570597136818e-06,9.16703310417611e-06,1.96653607864085e-05,4.6836824644257e-05,"iswiki","Wikipedia"
"iswikibooks",0.99810066476733,0.000237416904084224,0.000237416904083661,0.000237416904083778,0.000237416904083899,0.000237416904083571,0.000237416904083593,0.000237416904083571,0.000237416904083642,"iswikibooks","Wikibooks"
"iswikiquote",0.977320728006603,0.0102637375163869,0.00308950007248737,0.00150287541230671,0.00298362588422966,8.47287514854399e-05,0.000195827796343194,0.00113484749185202,0.00342412906830542,"iswikiquote","Wikiquote"
"iswikisource",0.7903543017968,0.00903494400062339,0.00530217331970202,0.0113961101462282,0.00254966478141597,0.000140596583454233,0.000774195301436562,0.177876105519483,0.00257190855085565,"iswikisource","Wikisource"
"itwiki",0.0895624205747506,0.902579303940589,0.00551659285336867,0.000334536523271521,0.00065361363235237,0.000200746427823104,8.43785986408451e-08,0.000778043581754674,0.000374658087491459,"itwiki","Wikipedia"
"itwikibooks",0.848982441251926,0.0186547329282245,0.0559021684847063,0.0390525543433732,0.0282676505034134,0.000158726234178056,0.000905920654066569,7.9350375174501e-05,0.00799645522493778,"itwikibooks","Wikibooks"
"itwikiquote",0.0607879986352981,0.929744543301775,0.00010508935852795,6.38646509476326e-05,0.00919676193880386,1.78318062077166e-07,6.45970994563703e-07,6.33797918786311e-05,3.75380337118598e-05,"itwikiquote","Wikiquote"
"itwikisource",2.84635995269911e-05,1.85710382564783e-06,3.18436185987202e-05,0.998266410013144,2.44250408848704e-05,0.000818647912858804,0.000794089293231878,3.11564082873857e-05,3.10700964159446e-06,"itwikisource","Wikisource"
"itwikivoyage",0.984259267936199,0.00137286361348624,0.00246629935203497,0.00652983055979459,0.00345144924181635,0.000137491682989024,0.000465789623772027,0.000118861720875998,0.00119814626903206,"itwikivoyage","Wikivoyage"
"iuwiki",0.21206428277098,0.00861744410397222,0.77344373298666,0.00258196197839249,0.000501365280228873,8.51397448539329e-05,0.00027601383581818,0.000326382660484472,0.00210367663861016,"iuwiki","Wikipedia"
"jamwiki",0.891985562069667,0.00146649564616499,0.00363434429556587,0.00197709263767601,0.0989517974632599,2.41995537701502e-05,0.000775867306471328,0.000622164144321036,0.000562476883104113,"jamwiki","Wikipedia"
"jawiki",0.110509068317768,0.888887242709255,3.02589581626617e-05,1.88370761209711e-05,4.21260093170707e-05,6.2177178748954e-08,8.32801567215551e-08,1.42481260686614e-05,0.000498073345972275,"jawiki","Wikipedia"
"jawikibooks",0.971689541411918,0.00971732875430732,0.011161627479806,0.00259472999295124,0.0020915624136697,4.79934213745109e-05,0.000533970281124247,4.76095040933543e-05,0.0021156367407559,"jawikibooks","Wikibooks"
"jawikiquote",0.987742873033418,0.00469392173121326,0.00376978229431751,0.0008651155103565,0.00154050683741375,2.77846955937856e-05,0.000287354182392228,5.85848435677281e-05,0.00101407687172703,"jawikiquote","Wikiquote"
"jawikisource",0.997286722590963,0.00052440128722003,0.000277205614419944,0.000483478833283572,0.000438131729127424,9.73745026946337e-06,9.2260053390528e-05,0.000574597261115256,0.000313465180210736,"jawikisource","Wikisource"
"jbowiki",0.695992605089413,0.26904154590046,0.0271508816751434,0.00309813186931384,0.00163312020247344,2.88129988158863e-05,0.000133657764320294,0.000117063038395115,0.00280418146166449,"jbowiki","Wikipedia"
"jvwiki",0.998686412527539,0.000695871971338781,0.000112300128110177,4.73914515816335e-05,0.000250152158432593,6.12904208064102e-07,1.2279793470228e-05,0.000138948853788701,5.6030211530528e-05,"jvwiki","Wikipedia"
"kaawiki",0.898000617408305,0.000118861260998362,0.0925755076216784,0.00489482222395518,0.000652972217470075,0.000125549069937043,0.000493240201915304,0.000317511292434115,0.0028209187033064,"kaawiki","Wikipedia"
"kabwiki",0.838100435685251,0.141082438195954,0.0130504349864216,0.0044538125481055,0.00177338386689747,2.15181240098334e-05,0.000220518550658053,7.31622196191479e-05,0.00122429582308347,"kabwiki","Wikipedia"
"kawiki",0.147473782091227,0.52256406940709,3.54496524667015e-05,0.303958616579581,4.27583798894138e-05,0.0128341481780771,0.0130391425115677,2.27152618276277e-05,2.93179382728801e-05,"kawiki","Wikipedia"
"kawikiquote",0.979283250708637,0.00894724414756843,0.00757531309577853,0.00135478260066092,0.00121169033166996,1.29262308099726e-05,0.00015033954338121,1.34034634871656e-05,0.00145104987800603,"kawikiquote","Wikiquote"
"kbdwiki",0.00471927775070477,0.0010580120822987,0.00248774833145961,0.971019994508617,1.95892444882554e-05,5.90817371821896e-06,0.000379574624935883,0.0200851739221046,0.000224721361673212,"kbdwiki","Wikipedia"
"kbpwiki",0.951877294592528,0.000696278977728802,0.0133451730246835,0.00250673288928288,0.0246843729939813,4.8288865662226e-05,0.00603129669503719,3.96466025374328e-05,0.000770915358558631,"kbpwiki","Wikipedia"
"kgwiki",0.983004338901864,0.00341909514472412,0.00241486832476976,0.00470003017488909,0.0032111088771087,6.00420333447231e-05,0.00106508389041252,0.000779728012317154,0.00134570464056933,"kgwiki","Wikipedia"
"kiwiki",0.964223295642703,0.000152702573277438,0.0268866451149654,0.00299504054141243,0.0018612610080121,6.45620456552077e-05,0.00129657312883768,0.000176565371275077,0.0023433545738616,"kiwiki","Wikipedia"
"kjwiki",0.998100664767331,0.000237416904083571,0.000237416904083892,0.00023741690408361,0.000237416904083696,0.000237416904083571,0.000237416904083634,0.000237416904083575,0.000237416904083585,"kjwiki","Wikipedia"
"kkwiki",0.996212331215423,0.00056043001093866,0.000100640614861913,0.00251974544820682,0.00035436388700456,5.46701802805018e-07,4.11666722541727e-05,9.70196342803186e-06,0.000201073486080123,"kkwiki","Wikipedia"
"klwiki",0.947200140758145,0.00678580632606696,0.039491222113351,0.00222408120455335,0.00191443024269926,6.07075317217853e-05,0.000593253919184409,8.80079455536488e-05,0.00164234995872419,"klwiki","Wikipedia"
"kmwiki",0.985156958277373,0.00280371322034038,0.00686294403175896,0.00100498684536477,0.00115653401027198,1.87596482075303e-05,0.000147963019625083,0.00205660747522662,0.00079153347183163,"kmwiki","Wikipedia"
"knwiki",0.97988940854946,0.000790001188035436,0.0160632109096145,0.000266781750861896,0.0027028627178986,2.43909330173545e-06,4.77230710380189e-05,0.000102215435069084,0.000135357284721011,"knwiki","Wikipedia"
"koiwiki",0.967630995005386,0.00802220240028228,0.0162841169750488,0.00270135952121261,0.00284101244820615,5.78334025176464e-05,0.000536977600837097,6.57756032060518e-05,0.00185972704330322,"koiwiki","Wikipedia"
"kowiki",0.173924326962955,0.824623144110583,3.47548148474757e-05,1.95226518947849e-06,0.000756866436711082,7.64848285843912e-08,9.27481461848765e-08,1.00533291644092e-05,0.00064873284757414,"kowiki","Wikipedia"
"kowikibooks",0.000237416904084439,0.000237416904084023,0.000237416904083571,0.00023741690408376,0.000237416904083704,0.000237416904083571,0.00023741690408358,0.99810066476733,0.00023741690408366,"kowikibooks","Wikibooks"
"kowikiquote",0.980765686906663,0.0161688213150802,0.00100787350262107,0.000367784856847725,0.000876903412011507,8.48466730067902e-06,4.46202863607258e-05,6.89773588147104e-05,0.000690847694300196,"kowikiquote","Wikiquote"
"kowikisource",0.979734674894085,0.000988714664605748,0.000883817868142807,0.0129548919003527,0.000605341404974795,8.73974150510766e-06,0.000219063841950437,0.00419711862278791,0.000407637061595488,"kowikisource","Wikisource"
"krcwiki",0.986996334098266,0.00255369995770611,0.00224510581741306,0.000833838530321363,0.00587294056997385,1.5718519678176e-05,0.000875396577818096,2.49485419553633e-05,0.000582017386868146,"krcwiki","Wikipedia"
"kshwiki",0.906873286712358,0.0125411313122142,0.0752887669170146,0.00142291783415843,0.00254611164140621,8.38238626167011e-05,0.000182813419826104,2.29691425602339e-05,0.00103817915784574,"kshwiki","Wikipedia"
"kswiki",0.979172922908269,0.000646573229708543,0.015495069157034,0.00207347270482741,0.00071754811010071,6.60488899962723e-05,0.000406854462655718,0.000107111940985522,0.00131439859642289,"kswiki","Wikipedia"
"kuwiki",0.740601857017426,0.254988284727921,0.000259505766159199,0.00016921139100403,0.0036434408051237,2.86105390210871e-06,5.25704503919522e-05,9.70247148726948e-05,0.00018524407319894,"kuwiki","Wikipedia"
"kuwikiquote",0.796294853298425,7.92612466166112e-05,0.0230597938715921,0.0032620867741774,0.156280322055263,8.26900138188356e-05,0.0200666996579409,0.000239000463502765,0.000635292618663117,"kuwikiquote","Wikiquote"
"kvwiki",0.725845373738348,0.0197707635088436,0.0114612757356507,0.00205245723856354,0.00231974281866956,7.04848643059193e-05,0.196519539434927,9.6005370028444e-05,0.041864357290663,"kvwiki","Wikipedia"
"kwwiki",0.644346852345292,0.00181827432561733,0.000558356128068007,0.00105856342140867,0.000938517366895097,1.17746011989459e-05,0.000163128656164305,0.350382695809223,0.00072183734613222,"kwwiki","Wikipedia"
"kywiki",0.742259156422115,0.254216074034407,0.00068367834698289,0.000155395770821927,0.0024386564290732,1.78836899912759e-06,5.27591567852731e-05,2.52707292168812e-05,0.000167220741598661,"kywiki","Wikipedia"
"ladwiki",0.984045666337257,0.00152004736158936,0.00898768020026578,0.000758508147772721,0.00346223387182219,1.83805373629125e-05,0.000824633180765724,2.53094712053822e-05,0.000357540891959387,"ladwiki","Wikipedia"
"lawiki",0.604639299000388,0.302702682659071,4.86979933270285e-05,0.00249301672600596,0.0899312248179088,2.09122699485703e-07,1.41493452184314e-05,0.000101580418855376,6.9139916525853e-05,"lawiki","Wikipedia"
"lawikiquote",0.879179913688806,0.00384180145996674,0.0168935683999974,0.00429240109761287,0.0818455270055448,6.12471786323013e-05,0.0128903830959309,0.000142878875778944,0.000852279197729909,"lawikiquote","Wikiquote"
"lawikisource",0.98676153942433,0.00338790277390526,0.000935162051580582,0.00200415371984799,0.00269053474378012,1.39963036897249e-05,0.000105404821294551,0.00370361358723833,0.000397692574333154,"lawikisource","Wikisource"
"lbewiki",0.939090254708546,0.00208048862551284,0.05215527458237,0.00366819640256733,0.00125535792929723,7.45812034402066e-05,0.000351094807413897,0.000191174539220349,0.00113357720163221,"lbewiki","Wikipedia"
"lbwiki",0.246415302444107,0.731409972332365,0.00872288721990317,0.000141085914385779,0.0131556410762665,1.80048173873846e-06,2.3404513098989e-05,1.62273162211195e-05,0.000113678701914029,"lbwiki","Wikipedia"
"lezwiki",0.501524155183753,0.267441945855048,0.00450584413641635,0.218590732674657,0.00298964819681004,2.64773813316614e-05,0.00109918967280061,0.000239673472916458,0.00358233342626724,"lezwiki","Wikipedia"
"lgwiki",0.833721881069747,0.000118846902971258,0.152660648077561,0.00406237649601201,0.00413490663811212,0.000123702774774202,0.00225191347837318,0.000236919012813067,0.00268880554963662,"lgwiki","Wikipedia"
"lijwiki",0.984664784269697,0.00505277287152866,0.00624732519615433,0.00108467551333805,0.00129132258772472,3.10864883436343e-05,0.000233030674456798,3.68447578456725e-05,0.00135815764091131,"lijwiki","Wikipedia"
"liwiki",0.746348826805942,0.215591225911418,0.000784370714465927,0.000305095835158542,0.0365345336403003,5.1693682173117e-06,7.48818408394075e-05,9.54026299932286e-06,0.000346355620659661,"liwiki","Wikipedia"
"liwikiquote",0.948777901173658,0.0318323040192376,0.00684402105672884,0.00347728502403879,0.00499692260762073,2.52171237453354e-05,0.000335119988794184,0.00213035446298454,0.00158087454319188,"liwikiquote","Wikiquote"
"liwikisource",0.998100664767331,0.000237416904083588,0.000237416904083603,0.00023741690408372,0.000237416904083588,0.000237416904083571,0.000237416904083582,0.000237416904083586,0.000237416904083597,"liwikisource","Wikisource"
"lmowiki",0.99737241597046,0.00177916148640527,0.000246129318579114,0.000140899676436176,0.000270921689003527,2.79383162607949e-06,4.0338792712898e-05,2.18994227115777e-05,0.000125439812065675,"lmowiki","Wikipedia"
"lnwiki",0.995609978047973,0.000897298335073569,0.00167187529760873,0.000537390864859147,0.000629036226549459,1.63664867395462e-05,0.000160068313285367,0.000113115428261104,0.000364870999649712,"lnwiki","Wikipedia"
"lowiki",0.979094137652514,0.00107863216795337,0.0133233208797496,0.000623824560999771,0.00416262908699444,2.5910428914237e-05,0.00120584384626916,1.93454639903515e-05,0.000466355912615072,"lowiki","Wikipedia"
"lrcwiki",0.793576481482583,0.00594902969005237,0.00605159252236004,0.00284764348659719,0.00644724855270479,3.97363384202393e-05,0.000405336143721603,0.000907402045792899,0.183775529737768,"lrcwiki","Wikipedia"
"ltgwiki",0.955271386527975,0.0024790115452934,0.0295588244525245,0.0029515619087349,0.0068517922319022,8.03904462721867e-05,0.000631553481841701,7.92745267700912e-05,0.00209620487868574,"ltgwiki","Wikipedia"
"ltwiki",0.358455190861727,0.639337360134022,5.66670501182215e-05,0.00189042682614156,0.000123490272950533,1.89432481486354e-07,4.20038154913277e-06,7.67673262064123e-05,5.57077148038127e-05,"ltwiki","Wikipedia"
"ltwikiquote",0.94464319225726,0.0102029007677276,0.0131457575802365,0.00176646608730688,0.024678750206118,3.90840421511733e-05,0.00484084830480824,5.99397837648682e-05,0.000623060970626462,"ltwikiquote","Wikiquote"
"ltwikisource",0.994098349363106,0.000956132482393165,0.00234743787266147,0.00119319958118183,0.000588833346236248,2.47533493506742e-05,0.000197283524418255,7.46929463214507e-05,0.000519317534330522,"ltwikisource","Wikisource"
"lvwiki",0.368336308747815,0.631115777457966,8.45798962384741e-05,3.16700463218837e-05,0.000150674099532569,2.43051507193164e-07,6.99658700896191e-07,0.000195092375018143,8.49546668997965e-05,"lvwiki","Wikipedia"
"maiwiki",0.996456038122688,0.000654950035802474,0.00165549794596053,0.000319036483947824,0.000431708536829921,1.75208555096423e-05,0.000115381959624212,1.49655805036375e-05,0.000334900479133617,"maiwiki","Wikipedia"
"map_bmswiki",0.67591974127484,0.00887193438718315,0.0280707154665195,0.0019795020929135,0.00374794961530195,8.15554681478684e-05,0.000299666623410481,0.000126937305727782,0.280901997765956,"map_bmswiki","Wikipedia"
"mdfwiki",0.0168964705773572,0.000536556724200401,0.00668174534451182,0.973779078762536,0.000280794426411089,1.46375082493447e-05,0.000847299608721984,3.95243638023494e-05,0.000923892684209488,"mdfwiki","Wikipedia"
"mediawikiwiki",0.0311323078629693,0.000708380996598712,0.0427993007784781,0.918864187762656,0.00272164703406773,2.96189612819864e-05,0.000931509083687431,0.00143615813694988,0.00137688938331077,"mediawikiwiki","Other"
"metawiki",0.99555445673237,0.000709323111241388,0.000374238232756094,0.000157121356753984,0.000342619374440821,9.88527172560102e-06,5.03337185963104e-05,5.02178350616916e-05,0.00275180436705458,"metawiki","Other"
"mgwiki",0.994791890363434,0.000797378965255081,0.000630018253852316,0.00269532862825174,0.000247536829618992,5.7102943776175e-06,0.000146679577147482,6.98423919577788e-05,0.000615614696104809,"mgwiki","Wikipedia"
"mhrwiki",0.0101961316882752,0.000178140442319242,0.00204342124605274,0.825846026803768,0.0104549478967832,0.0699522731350117,0.0811179407577377,1.94206626615732e-05,0.000191697367391246,"mhrwiki","Wikipedia"
