"","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","topic10","project","projecttype"
"fiwikinews",0.591172290586307,0.00408134938910336,0.00318399221259105,0.39418376297438,0.00502587766054047,0.00185282947024263,0.000141098225159206,0.000287293337820647,3.73570467293771e-05,3.41490971265772e-05,"fiwikinews","Wikinews"
"fiwikiquote",0.534446683760663,0.0183535791258854,0.00141901899996682,0.426512992725779,0.00261405618231385,0.0159674412786473,0.000228225645681289,0.000359440874825399,3.36817378769379e-05,6.48796683611937e-05,"fiwikiquote","Wikiquote"
"fiwikivoyage",0.843989781807291,0.0011120867826461,0.00329081917356074,0.149796405516001,0.00101156041115561,0.00052161368372984,3.22656912805456e-05,0.000199313971109749,2.14363117311531e-05,2.47166514947044e-05,"fiwikivoyage","Wikivoyage"
"fjwiki",0.600969840852902,0.00156579751544352,0.000305784331291486,0.392698466555103,0.00333457927453609,0.000317175320364304,6.382655648235e-05,0.000652682493708923,3.92929521625962e-05,5.25541480062361e-05,"fjwiki","Wikipedia"
"fowiki",1.85603514043383e-05,0.00457203666315371,1.52164419539759e-07,1.56301590886583e-05,1.08567548491689e-05,0.995289614562021,4.72296111366821e-05,4.58038471091615e-05,5.73442908226749e-08,5.85425273193188e-08,"fowiki","Wikipedia"
"frpwiki",0.826894805880717,0.167401465833292,0.000515665393192668,0.00123868154710054,0.0033770952495405,0.000331697295258122,7.40050115863125e-05,0.000153121723422643,5.00791517013804e-06,8.45415072045577e-06,"frpwiki","Wikipedia"
"frrwiki",0.878554645229571,0.00142648231339055,0.115419796687749,0.000822753405089808,0.0026198291520692,0.00100146558297104,4.8675017139125e-05,8.07623860460797e-05,1.11476830411325e-05,1.44425429332838e-05,"frrwiki","Wikipedia"
"frwiki",2.99619339297541e-05,0.221044369264054,7.20134800961233e-06,0.0178699471027869,2.21102344067762e-06,0.760956121554508,3.97497371421563e-05,1.73718988935585e-05,2.8138762112465e-06,3.02522610239313e-05,"frwiki","Wikipedia"
"frwikibooks",0.997882352941176,0.000235294117647132,0.000235294117647107,0.000235294117647433,0.000235294117647255,0.000235294117647128,0.000235294117647076,0.000235294117647102,0.000235294117647059,0.000235294117647062,"frwikibooks","Wikibooks"
"frwikinews",0.170130839864759,0.000275661357291327,0.000729138921515395,0.000160177065952089,0.000646108910519581,0.828036799331673,8.10598951514435e-06,1.01850227198231e-05,1.0346009204565e-06,1.94893513409595e-06,"frwikinews","Wikinews"
"frwikiquote",0.903743200791848,0.0716198742038222,0.000423837045456766,0.00269582364075285,0.00254537828076683,0.00570039591375158,0.00652010829407601,0.00673817415087055,4.47755967951254e-06,8.73011897521123e-06,"frwikiquote","Wikiquote"
"frwikisource",1.20886429649382e-05,0.999931899055555,4.9519329535258e-06,1.65155644262993e-05,1.26209552546896e-05,1.736749757007e-05,1.81445149974657e-06,1.84923930130437e-06,3.21676311472125e-07,5.70984162708777e-07,"frwikisource","Wikisource"
"frwikivoyage",0.933791957480658,0.000501942114447001,0.0450596067842219,0.0011521867794232,0.0176860185595646,0.0016534374969278,5.68744400062115e-05,7.47502361759397e-05,7.14662792930349e-06,1.60794806462029e-05,"frwikivoyage","Wikivoyage"
"furwiki",0.969291418499667,0.000889712421102805,0.000562044877990989,0.00213708915497053,0.000943833375504523,0.00029221365044203,0.0126683154983184,0.0131961210507961,7.90302092487326e-06,1.13484502829977e-05,"furwiki","Wikipedia"
"fywiki",0.856239254651002,0.00494602277210433,0.00520903479081973,0.00236540061703865,0.130727156931253,0.000466833828408766,1.60102832215937e-05,2.48661094666469e-05,7.92033160383322e-07,4.62798352498117e-06,"fywiki","Wikipedia"
"gagwiki",0.961323030502546,0.000857491446517473,0.0111469684646963,0.000410047523568492,0.024066477373924,0.00202064007384759,4.09706863844246e-05,8.99094150096107e-05,1.57211925764948e-05,2.87433209292993e-05,"gagwiki","Wikipedia"
"ganwiki",0.964185864341735,0.0299081542637873,0.000563395441704603,0.00147647745575159,0.00226764132546769,0.0013750456651538,8.49674737054359e-05,0.000111841946121481,1.03536155542543e-05,1.62584710192428e-05,"ganwiki","Wikipedia"
"gawiki",0.902233051676455,0.0592122822974593,0.000115665271152586,0.0358353827936541,0.000334183469686264,0.000165582339723454,0.0010125846805783,0.00109001330215229,6.15430608506618e-07,6.38738529935439e-07,"gawiki","Wikipedia"
"gdwiki",5.96867684927e-05,0.974386361480046,8.79820342073815e-06,0.0255022706569047,2.27604712732852e-05,1.92550468884135e-05,1.87502571521947e-07,4.16050316103191e-07,1.30664913744774e-07,1.33155173320179e-07,"gdwiki","Wikipedia"
"glkwiki",0.971402643255639,0.0112581119910126,0.00284673668871985,0.00833533240190742,0.00377143538831089,0.0018660089856558,9.10151526241222e-05,0.000375304445456983,2.14365137828328e-05,3.19751768902697e-05,"glkwiki","Wikipedia"
"glwiki",0.71500652471308,0.116901445896316,0.00307191596711954,0.159481345725773,0.00035307499870797,0.000120693098123803,0.00203605676753456,0.000777683321419674,0.00140132002598582,0.000849939485939081,"glwiki","Wikipedia"
"glwikiquote",0.997882352941176,0.000235294117647084,0.000235294117647077,0.000235294117647079,0.000235294117647087,0.000235294117647081,0.000235294117647064,0.000235294117647064,0.00023529411764706,0.000235294117647059,"glwikiquote","Wikiquote"
"glwikisource",0.425173090039733,0.102771617174744,0.0150999664471621,0.0321252868531287,0.411022864341506,0.0130371800338715,0.000255663516659299,0.000296139547064989,7.85561871237028e-05,0.000139635859005903,"glwikisource","Wikisource"
"gnwiki",0.830968866482123,0.143260728836753,0.00245677942004952,0.0153195496091764,0.00626279588883172,0.00144264494521185,8.89746818254694e-05,0.000160345541895279,1.48166049128926e-05,2.44979892214651e-05,"gnwiki","Wikipedia"
"gomwiki",0.724591624004199,0.23483001563586,0.00834667541247329,0.00405784496718405,0.0223493332607767,0.00490329054721483,0.000287355391984921,0.000506152508950841,4.76058777352926e-05,8.01023936206447e-05,"gomwiki","Wikipedia"
"gotwiki",0.941347196912208,0.00571112730472732,0.00146615100195316,0.042979712168963,0.00478210158168433,0.00189679580108,0.000277432825595199,0.00136128882523214,6.17310510285689e-05,0.000116462527528564,"gotwiki","Wikipedia"
"guwiki",0.927833517839303,0.0353944167839374,0.00156325496495168,0.000818690800505511,0.000906024131917374,0.000846004805828059,0.0156547542547356,0.0169766335350546,2.27031915151822e-06,4.43256461524269e-06,"guwiki","Wikipedia"
"gvwiki",0.714745981330984,0.232218613898159,0.0452654528320768,0.0013682564276714,0.00520345641483166,0.00102623629089829,6.73641685217032e-05,8.8100879985456e-05,6.55330629273271e-06,9.9844505793636e-06,"gvwiki","Wikipedia"
"hakwiki",0.876865114823466,0.095472129738742,0.000669184215990167,0.00038519877656794,0.00100496019258756,0.00155530956962312,0.0121977504102948,0.0118404954138625,3.42771452414447e-06,6.42914434232636e-06,"hakwiki","Wikipedia"
"hawiki",0.992502887919686,0.00157580935513789,0.00154108475964861,0.000661708585498043,0.00220789096449158,0.00134953054885672,5.64255783978914e-05,6.08659977396216e-05,1.68437373284663e-05,2.6952553215204e-05,"hawiki","Wikipedia"
"hawwiki",0.995559491616277,0.00100280741656811,0.000387565167884251,0.00206676003715635,0.000400352180282401,0.0003776606161344,4.49505737286302e-05,9.45267678566843e-05,2.94727191554534e-05,3.64129049560664e-05,"hawwiki","Wikipedia"
"hewiki",0.361501650553432,0.495554259098898,7.07489902336821e-05,0.141985483367345,0.000310964017824201,8.52473585174348e-06,0.000395324512213974,2.73930782836527e-05,2.36678081881067e-08,0.000145627978109534,"hewiki","Wikipedia"
"hewikinews",0.360860770403237,0.599263243229217,0.0163732967993677,0.00330854719650675,0.0125603345553937,0.00544062023846217,0.00101065685481287,0.000875817391290437,0.000151977633407156,0.000154735698305412,"hewikinews","Wikinews"
"hewikiquote",0.893110247930264,0.0888968507392101,0.000877937581267201,0.0122052220975181,0.00352349554275036,0.000980522425687714,0.000164314744234301,0.000215441616869521,9.19389434479242e-06,1.67734278543949e-05,"hewikiquote","Wikiquote"
"hewikisource",0.997882352941176,0.000235294117647144,0.000235294117647121,0.000235294117647059,0.000235294117647059,0.000235294117647109,0.000235294117647062,0.000235294117647064,0.000235294117647059,0.000235294117647063,"hewikisource","Wikisource"
"hewikivoyage",0.799622073247781,0.0323771245696868,0.0234584004988612,0.00745182193816684,0.112984317431408,0.0212987434770592,0.000655631495612718,0.00181458141056107,0.000117790651953452,0.000219515278910073,"hewikivoyage","Wikivoyage"
"hifwiki",0.927761893580334,0.0349934858375283,0.00124954192904229,0.00145125910684443,0.00363947899922865,0.000453885302084639,0.0150822183987362,0.0153488847177617,8.17575765106124e-06,1.11763707885291e-05,"hifwiki","Wikipedia"
"hiwiki",0.910615894204262,0.0767412152015889,0.00381601681546163,0.00506741987836362,0.000691867970541373,0.000221895100713763,0.00128185809792328,0.00156311386829106,3.53795778402804e-07,3.65067075573816e-07,"hiwiki","Wikipedia"
"hrwiki",0.931600454343601,0.00862652856199788,0.000768541307740529,0.0559653707205365,0.000188963008023034,5.68180426523074e-05,0.00256518813282102,0.000215370586987115,1.62594191982366e-07,1.26027014483804e-05,"hrwiki","Wikipedia"
"hrwikiquote",0.668682439499682,0.289228468042835,0.00209789251355474,0.0244078521979132,0.0123668488261775,0.00202280382840096,0.000344710914384215,0.00069060444077431,6.61612591902664e-05,9.22184770881994e-05,"hrwikiquote","Wikiquote"
"hsbwiki",0.870350359995323,0.111117294074885,0.000432907846017698,0.00393229892343073,0.00242794550603546,0.000252932354067748,0.0054394002864977,0.006037159656703,3.15785021189895e-06,6.54350682816574e-06,"hsbwiki","Wikipedia"
"htwiki",0.995132226617954,0.000799160178922146,0.000316792197214155,0.00120295287198164,0.00133201014310328,0.00112416680552024,2.71558971188762e-05,5.19416271951277e-05,5.12160845737552e-06,8.47205253358918e-06,"htwiki","Wikipedia"
"huwiki",6.65273999616388e-06,0.00148838045067143,0.954615617745958,0.0436813061049647,1.12971667509931e-05,1.62884180743604e-05,0.000120105597507063,1.60228115259352e-06,1.68145486337169e-06,5.70680400609272e-05,"huwiki","Wikipedia"
"huwikibooks",0.997882352941176,0.000235294117647151,0.000235294117647132,0.000235294117647143,0.000235294117647182,0.000235294117647138,0.000235294117647063,0.000235294117647069,0.000235294117647059,0.00023529411764706,"huwikibooks","Wikibooks"
"huwikinews",0.944122290052226,0.00636436934308988,0.00964788847641468,0.013268283911877,0.0192395574918603,0.00627128613929653,0.000242563086382329,0.000721178839456242,5.01973530936808e-05,7.23853063036106e-05,"huwikinews","Wikinews"
"huwikiquote",0.956593237934777,0.00725856234060951,0.00146028915228404,0.0279694256657864,0.0030940101002068,0.00275913927166723,0.000192756980978533,0.000462041478242489,8.69255519541553e-05,0.000123611523494138,"huwikiquote","Wikiquote"
"hywiki",1.02348585421838e-06,0.00406478986507911,0.00216820614306805,6.77097939239502e-07,1.53273683514242e-06,3.01958091839591e-09,2.07019506630062e-06,0.726807214262583,0.266942954962703,1.15282312914029e-05,"hywiki","Wikipedia"
"hywikiquote",0.887034937418763,0.00379563068436605,0.00414345388580663,0.0821526803407901,0.0110325790103711,0.00743300050570031,0.00103353963898094,0.00308567157516385,0.0001542999676577,0.000134206972400071,"hywikiquote","Wikiquote"
"hywikisource",0.000235294117647905,0.997882352941175,0.000235294117647135,0.000235294117647255,0.000235294117647238,0.000235294117647096,0.00023529411764706,0.000235294117647073,0.000235294117647062,0.000235294117647061,"hywikisource","Wikisource"
"iawiki",0.141904146656874,0.854347870830655,0.000134389014050879,0.00013796664748458,0.000376556919668377,7.30206513133163e-05,0.00149679889860836,0.00152826582500533,4.54113135464133e-07,5.30443205409704e-07,"iawiki","Wikipedia"
"idwiki",0.898653371417655,0.00766201470825944,0.0016124835086346,0.08544330190502,0.0037706502573671,0.00064867863369205,0.00184183108097764,0.000337504976992664,9.95513952628366e-08,3.00639600062222e-05,"idwiki","Wikipedia"
"idwikibooks",0.997882352941176,0.000235294117647144,0.000235294117647121,0.000235294117647059,0.000235294117647059,0.000235294117647109,0.000235294117647062,0.000235294117647064,0.000235294117647059,0.000235294117647063,"idwikibooks","Wikibooks"
"iewiki",0.924893495821475,0.00726596327058488,0.000446068165717008,0.00139402204841839,0.0654390611669771,0.000458958487214229,3.75290593042004e-05,5.12630887608388e-05,4.84673538356003e-06,8.79215616502836e-06,"iewiki","Wikipedia"
"igwiki",0.945269729465776,0.00218059091933297,0.000306988802570508,0.00296382150959119,0.000454630084503441,0.000731410797042593,0.0248907341707957,0.0231707897855953,1.29675850945698e-05,1.83368796980828e-05,"igwiki","Wikipedia"
"ilowiki",0.0477909372361868,0.200144187227962,0.568384465860393,0.170277505044867,0.000818673250370771,9.07811521792725e-05,0.00424302351463269,0.00355635975017681,0.00457609565076259,0.000117971312469346,"ilowiki","Wikipedia"
"iowiki",0.98299487608542,0.00747136307689669,0.00545731210993731,0.00276149528226883,0.00106947054732102,0.00020094362265955,1.26434455182243e-05,2.66448127006416e-05,1.20552764374427e-06,4.04548963414998e-06,"iowiki","Wikipedia"
"iswiki",0.969773408091089,0.0262230158530731,4.93046309800688e-05,0.000682174315137606,0.000260790523866827,9.10212557430242e-05,0.00130938033198028,0.00161013832277401,3.69988209967868e-07,3.96687146140471e-07,"iswiki","Wikipedia"
"iswikibooks",0.997882352941175,0.00023529411764712,0.000235294117647208,0.00023529411764754,0.000235294117647235,0.000235294117647231,0.000235294117647068,0.000235294117647121,0.000235294117647059,0.000235294117647059,"iswikibooks","Wikibooks"
"itwiki",0.781830820005931,0.0103983169697444,0.00202860191870954,0.164251942078841,0.00524416755263654,0.0333256174977328,0.00116601265240845,0.000473094592522411,0.000463030234899588,0.000818396496575069,"itwiki","Wikipedia"
"itwikibooks",0.997882352941175,0.000235294117647253,0.000235294117647163,0.000235294117647733,0.000235294117647319,0.000235294117647244,0.00023529411764708,0.00023529411764715,0.000235294117647059,0.00023529411764706,"itwikibooks","Wikibooks"
"itwikinews",0.920195804482974,0.00230010520020762,0.00212563424653541,0.00428243423746336,0.0685825755408687,0.00218428854771564,8.70207519097854e-05,0.000188681652906097,2.57125853903818e-05,2.77427540288078e-05,"itwikinews","Wikinews"
"itwikiquote",0.325562407083611,0.000253528528479307,5.18419228592611e-05,0.673903338009173,0.000158138024531388,5.64708189558516e-05,3.23508023353873e-06,9.55562989895044e-06,5.83332867498684e-07,9.01569390464757e-07,"itwikiquote","Wikiquote"
"itwikisource",1.1619879270548e-07,1.21864330197117e-07,0.9615035347026,1.00893145873907e-07,6.91306372619017e-06,1.14217749720928e-07,1.44594944916435e-07,1.32232604305351e-07,0.0384886680664119,1.54165694069812e-07,"itwikisource","Wikisource"
"itwikivoyage",0.481991115542114,0.00514114911868814,0.0017898326139867,0.00141455911970768,0.507310639819863,0.00161010939924583,0.000337204740796069,0.000214200257739297,0.000104602593782451,8.65867940769415e-05,"itwikivoyage","Wikivoyage"
"iuwiki",0.979797807608282,0.00316197646296487,0.00204469048983405,0.00805886378176389,0.00236939561384742,0.00352883552289635,0.000207784452663678,0.000669392577731563,6.06189871746257e-05,0.000100634502841783,"iuwiki","Wikipedia"
"jamwiki",0.888288752100815,0.101412215332608,0.00186499431499063,0.00116523427404208,0.00632592389952922,0.000691510008810169,8.45118540542895e-05,0.000138131717505851,1.23524526924317e-05,1.63740449521225e-05,"jamwiki","Wikipedia"
"jawiki",0.821080854968694,0.0181565336983047,0.00171668122773516,0.148323432051622,0.00407509042602369,0.00497071001918955,0.00156871590993625,9.10684405779612e-05,6.62697253317779e-08,1.6846988190876e-05,"jawiki","Wikipedia"
"jawikinews",0.000235294117647833,0.000235294117647747,0.000235294117647857,0.000235294117647366,0.997882352941174,0.000235294117647462,0.000235294117647064,0.000235294117647069,0.000235294117647058,0.000235294117647059,"jawikinews","Wikinews"
"jawikiquote",0.997882352941176,0.000235294117647084,0.000235294117647077,0.000235294117647079,0.000235294117647087,0.000235294117647081,0.000235294117647064,0.000235294117647064,0.00023529411764706,0.000235294117647059,"jawikiquote","Wikiquote"
"jawikisource",0.997882352941176,0.000235294117647116,0.000235294117647087,0.000235294117647105,0.000235294117647205,0.000235294117647123,0.000235294117647064,0.000235294117647065,0.000235294117647059,0.000235294117647059,"jawikisource","Wikisource"
"jbowiki",0.914652692270884,0.00482419952584686,0.00164796777371131,0.0736605408012687,0.00306892420412703,0.00168655641622433,7.84183606966924e-05,0.000335441151813041,1.90679548638835e-05,2.61915405641865e-05,"jbowiki","Wikipedia"
"jvwiki",0.959667861482193,0.016879620708274,0.000147369197100397,0.0198664845006425,0.0006954684570455,0.000192311022240393,0.00116572379658791,0.00138373171882165,6.84739065628653e-07,7.44378029534764e-07,"jvwiki","Wikipedia"
"kaawiki",0.992145905972046,0.000261685614864662,0.0003321543787104,0.00138826844622214,0.00531960353639201,0.000471151368348443,2.08559480052244e-05,4.8234851767146e-05,4.87789649718585e-06,7.26198714725964e-06,"kaawiki","Wikipedia"
"kabwiki",0.975992969242979,0.00393329941115735,0.000701220775949584,0.00826953485486276,0.0100682933564569,0.000706126602629119,9.36533945658226e-05,0.000198769114501194,1.35801627176305e-05,2.25530841808929e-05,"kabwiki","Wikipedia"
"kawiki",0.27642362064927,0.000223215968102451,0.574917556661264,0.0333254486248602,0.00337579938173499,2.31775052407697e-05,0.00101134972411806,0.0728873085621276,0.0377994226395071,1.31002837745015e-05,"kawiki","Wikipedia"
"kawikiquote",0.666826093922561,0.00250681406220107,0.000731246966402116,0.321945094301911,0.00606875063803406,0.000961116859371791,9.10241594405122e-05,0.000754934227720595,4.71480014400317e-05,6.77768609179369e-05,"kawikiquote","Wikiquote"
"kbdwiki",0.00178209717651332,0.000188059821307093,0.93503207792499,9.98571276278019e-05,0.000607301909707417,0.000100346496258001,0.00928387268201134,0.00698952267674577,0.0452023471087708,0.0007145170760686,"kbdwiki","Wikipedia"
"kbpwiki",0.930719556362641,0.001052943018009,0.00214032595822369,0.00132709702554694,0.00272088582666506,0.00138291978956193,0.0307578286702405,0.0298601868588606,1.53931657461354e-05,2.28633245056389e-05,"kbpwiki","Wikipedia"
"kgwiki",0.991969143157187,0.0012066674516541,0.000266433151097788,0.00493983639152955,0.000918738300501282,0.000388881724139258,4.65718916904334e-05,0.000207582586228248,2.20549892764323e-05,3.40903566955753e-05,"kgwiki","Wikipedia"
"kiwiki",0.956820669784769,0.00140186478813086,0.00976592676273746,0.00322140357851867,0.0253827889880996,0.00293760177516656,0.000104783135045742,0.000312942766414502,2.16930114526854e-05,3.03254096653038e-05,"kiwiki","Wikipedia"
"kjwiki",0.997882352941175,0.000235294117647587,0.000235294117647137,0.000235294117647089,0.000235294117647318,0.000235294117647133,0.000235294117647062,0.000235294117647064,0.000235294117647059,0.00023529411764706,"kjwiki","Wikipedia"
"kkwiki",0.928053416930604,0.0138949499843193,0.00338338434010935,0.00237969313718354,0.000447916939117719,0.0462148337820948,0.000441636328046048,0.00518329361106275,4.30261589766065e-07,4.44685872466835e-07,"kkwiki","Wikipedia"
"klwiki",0.921162392392141,0.00214046466986643,0.00149726478120779,0.0125843204072166,0.00198597843820546,0.000698495485241452,0.0266588423610949,0.0332336097274537,1.47385954800825e-05,2.38931420923645e-05,"klwiki","Wikipedia"
"kmwiki",0.983121564548271,0.000770614281710168,0.000459946648330033,0.000357886190537351,0.000732415747101015,0.000374991175445558,0.00729241652185351,0.00687957415725584,3.97072852737572e-06,6.62000096785242e-06,"kmwiki","Wikipedia"
"knwiki",0.98614979130339,0.00627819445934322,0.000200134829323405,0.000403839941915021,0.0011484931139695,0.000127687402537163,0.0027904575463021,0.00289846039528372,1.02231825759335e-06,1.91868967812084e-06,"knwiki","Wikipedia"
"koiwiki",0.521989865258615,0.448711622807675,0.00233302701859905,0.00402708004057117,0.0187560921278277,0.00142631132017412,0.0014226784159589,0.00114621791265045,7.85552915548909e-05,0.000108549806373264,"koiwiki","Wikipedia"
"kowiki",0.858137601454192,0.0169006666664205,0.00166486783244159,0.117364459260422,0.0040783687666598,5.73922089058475e-05,0.000108500225289868,0.00139887243327736,0.000220111341778254,6.91598106125809e-05,"kowiki","Wikipedia"
"kowikinews",0.968509176274913,0.00395998838924454,0.00687587273640192,0.00654189601618502,0.00897112309733616,0.00441403217403382,0.000169506068050669,0.000463991283584439,3.76423677165895e-05,5.67715925343329e-05,"kowikinews","Wikinews"
"kowikiquote",0.997882352941175,0.000235294117647081,0.000235294117647078,0.000235294117648025,0.000235294117647067,0.000235294117647069,0.000235294117647059,0.000235294117647069,0.000235294117647059,0.000235294117647059,"kowikiquote","Wikiquote"
"kowikisource",0.997882352941176,0.000235294117647114,0.000235294117647181,0.000235294117647113,0.000235294117647112,0.000235294117647081,0.000235294117647092,0.000235294117647071,0.000235294117647059,0.000235294117647059,"kowikisource","Wikisource"
"krcwiki",0.982578739966196,0.0118361720901025,0.00171285752977189,0.00115668616408381,0.00172767009908687,0.000756970617224151,3.88717889330813e-05,0.000171915577451406,7.68670799880641e-06,1.24294591514529e-05,"krcwiki","Wikipedia"
"kshwiki",0.930535291693735,0.0167663125713209,0.0021138787693823,0.00190543141840205,0.0017097036444643,0.000974597968824681,0.0238678860904031,0.0220937897940047,1.22416508977427e-05,2.08663985648622e-05,"kshwiki","Wikipedia"
"kswiki",0.994384004793744,0.00191081117542299,0.000748673912202418,0.000519168586733342,0.00102724947587744,0.00111396464032322,7.02535595437976e-05,0.000135184840463854,3.92932219737082e-05,5.13957937151649e-05,"kswiki","Wikipedia"
"kuwiki",0.940960795007245,0.051501179877631,0.000141598264366169,0.000312945254406268,0.000626754812013732,0.000253954868026786,0.00313676914894486,0.00306268222269758,1.20460871333815e-06,2.11593595484771e-06,"kuwiki","Wikipedia"
"kuwikiquote",0.997882352941176,0.00023529411764717,0.000235294117647101,0.000235294117647085,0.00023529411764718,0.000235294117647059,0.000235294117647061,0.000235294117647071,0.000235294117647059,0.00023529411764706,"kuwikiquote","Wikiquote"
"kvwiki",0.558910634802408,0.417833667665829,0.00224190146776171,0.00366620874329542,0.0135109434288293,0.00171679647439621,0.000777895726739732,0.00127505043748603,2.14367499644028e-05,4.54645032902447e-05,"kvwiki","Wikipedia"
"kwwiki",0.780397749068674,0.209546551481581,0.000659276587747158,0.00175013702052909,0.00673445971296677,0.000725925749687594,5.80711015527355e-05,0.000106044952097745,8.23122682257408e-06,1.35530983415609e-05,"kwwiki","Wikipedia"
"kywiki",0.938418582009351,0.0260086719800812,0.000434406426851671,0.00150852365806741,0.0207303054277942,0.000223972163674199,0.00574141437862031,0.00692858532581726,2.00825055488535e-06,3.53037918804204e-06,"kywiki","Wikipedia"
"ladwiki",0.97106743079169,0.0257942807726599,0.000370820291675505,0.000504605782934909,0.00176960878529147,0.000360454608475698,4.33704986530533e-05,7.08422556031896e-05,3.20278951300982e-06,1.53834235030558e-05,"ladwiki","Wikipedia"
"lawiki",0.000164639180263673,0.975172969814994,0.000277766184497627,1.56796424773775e-05,0.0242771668387312,7.02051364982626e-06,4.18772276979745e-05,4.27709009806308e-05,5.37430460127646e-08,5.59536613441738e-08,"lawiki","Wikipedia"
"lawikiquote",0.997882352941176,0.00023529411764717,0.000235294117647101,0.000235294117647085,0.00023529411764718,0.000235294117647059,0.000235294117647061,0.000235294117647071,0.000235294117647059,0.00023529411764706,"lawikiquote","Wikiquote"
"lbewiki",0.997882352941176,0.000235294117647183,0.000235294117647089,0.000235294117647071,0.000235294117647099,0.000235294117647098,0.00023529411764706,0.000235294117647061,0.000235294117647059,0.000235294117647059,"lbewiki","Wikipedia"
"lbwiki",0.000289775370376784,0.00582628023134022,0.000289902542339741,4.48515287580867e-05,0.000464579107377482,0.992918811431417,8.18913965685504e-05,8.37549337230788e-05,7.55004225614962e-08,7.79576761011399e-08,"lbwiki","Wikipedia"
"lezwiki",0.601676858048375,0.00590173617922811,0.373627104515402,0.00356204042607561,0.0120996750668967,0.00176107796439492,0.000571295710066464,0.000775743802680386,9.24440514655762e-06,1.52238817346548e-05,"lezwiki","Wikipedia"
"lgwiki",0.970527777206371,0.00279753073322926,0.000492243363391608,0.0229563355875952,0.00149045926714637,0.000842135640800683,9.96683657488268e-05,0.000638690804446187,5.89280486548216e-05,9.62309826158563e-05,"lgwiki","Wikipedia"
"lijwiki",0.848000558102061,0.0881875991818187,0.0570287322584528,0.00300684539873468,0.00303230421041328,0.000556446241434548,4.48139776084039e-05,0.000119153633560365,9.52694709809823e-06,1.40200488177085e-05,"lijwiki","Wikipedia"
"liwiki",0.973092969190222,0.0224694005232681,0.000194565185233833,0.00071243270929751,0.00269741298348662,0.000759479143459237,1.83768766223112e-05,3.31438974867148e-05,2.30644333594551e-06,1.99130475871866e-05,"liwiki","Wikipedia"
"liwikiquote",0.000235294117647463,0.000235294117647197,0.000235294117647059,0.997882352941176,0.000235294117647101,0.000235294117647067,0.00023529411764706,0.000235294117647112,0.000235294117647059,0.00023529411764706,"liwikiquote","Wikiquote"
"lmowiki",0.606625781240484,0.360820136899054,0.00815343385961276,0.000844165889747661,0.00959117030471201,0.000312948252576556,0.00667529034832136,0.00696519049983157,1.24502952756542e-06,1.06376761325599e-05,"lmowiki","Wikipedia"
"lnwiki",0.962624711978922,0.0193673035771228,0.000415463189360851,0.00055142488283065,0.00267762624155237,0.00044801974190389,0.00693245412440972,0.00696034783511675,4.38394574460657e-06,1.82644830368771e-05,"lnwiki","Wikipedia"
"lowiki",0.551411836278809,0.428015689828746,0.000978219497702245,0.000816172317308887,0.00230213290999316,0.000313474952313167,0.00795812047387951,0.00819355073960612,4.17289169380499e-06,6.63010994876297e-06,"lowiki","Wikipedia"
"lrcwiki",0.873169930167206,0.11943804927374,0.000935776931445645,0.0014520079254304,0.00358066546596624,0.00101738940397339,7.02863862185255e-05,0.000311722532799814,9.31131325455041e-06,1.48605999652967e-05,"lrcwiki","Wikipedia"
"ltgwiki",0.534434338987431,0.00563912779746446,0.00132213564969537,0.0277283482824225,0.000999165870788667,0.182553736795713,0.128305375880756,0.11888708243856,5.89282512725044e-05,7.17600458979547e-05,"ltgwiki","Wikipedia"
"ltwiki",0.933327557004493,0.00592000643039555,0.000870102623005796,0.0534705552448494,0.0030629447462032,5.59716107617895e-05,0.00319195161933328,0.000100596419370289,1.54652813812547e-07,1.59648773741038e-07,"ltwiki","Wikipedia"
"ltwikiquote",0.997882352941176,0.000235294117647084,0.000235294117647077,0.000235294117647079,0.000235294117647087,0.000235294117647081,0.000235294117647064,0.000235294117647064,0.00023529411764706,0.000235294117647059,"ltwikiquote","Wikiquote"
"lvwiki",0.109423587925131,4.63212745004273e-05,1.96855996021745e-07,0.011109091104644,2.65804301198444e-05,0.876812985327488,0.00247064958412128,0.000110476735426835,5.47361465729154e-08,5.60264266931193e-08,"lvwiki","Wikipedia"
"maiwiki",0.892789844350319,0.0639102529310033,0.000628724292533357,0.00106893876867224,0.00201370229852818,0.00624943737422222,0.0187762930070635,0.014550828650582,4.39019730236574e-06,7.58812977362227e-06,"maiwiki","Wikipedia"
"map_bmswiki",0.751172864358421,0.227939397209119,0.00338314705552407,0.00683340384771712,0.00783173915831964,0.00215950394928159,0.000211636321510264,0.000407271422876184,2.75343069011523e-05,3.35023703295725e-05,"map_bmswiki","Wikipedia"
"mdfwiki",0.145951296177993,0.000539276448949852,0.809581273891854,0.00215935553897914,0.00165030495204738,0.000254574176754581,0.00111247000483104,0.00119859476792141,0.0367845157693058,0.000768338271363303,"mdfwiki","Wikipedia"
"mediawikiwiki",0.00790281930305297,0.985230575075207,0.00142915042021762,0.00152258773799859,0.00340013010947734,0.000153291261125306,7.04157869085952e-05,0.000229500277972311,2.61988691135934e-05,3.5331158926351e-05,"mediawikiwiki","Other"
