"","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","project","projecttype"
"bclwiki",0.930614451346407,0.0122157475132021,0.000823419277106251,0.000148630347666563,0.0116831434009686,1.90496460463849e-05,0.0444636492509452,3.19092176576052e-05,"bclwiki","Wikipedia"
"be_x_oldwiki",0.0413443891712708,0.100330844858037,0.0748023073137594,0.776977058426686,0.000846761831314601,2.34113171910661e-06,0.00448237098442917,0.00121392628278361,"be_x_oldwiki","Wikipedia"
"bewiki",0.000466493540520326,0.00214279505905813,0.0082625814695709,0.0464121055539607,3.81403360979713e-06,0.64050813210392,4.58688895875018e-05,0.302158209349773,"bewiki","Wikipedia"
"bgwiki",0.317415290490423,0.664253482432933,0.0015827813627184,0.00212799510440603,0.000472652031414776,0.00797042005167581,0.00343751972052723,0.00273985880590202,"bgwiki","Wikipedia"
"bhwiki",0.818231806637141,0.00390259283404235,0.000319783045834366,8.87142868755551e-05,0.00103962656038711,0.143611667917805,0.0327865218670373,1.92868508778663e-05,"bhwiki","Wikipedia"
"biwiki",0.997478386167147,0.000360230547550435,0.000360230547550637,0.000360230547550447,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550433,"biwiki","Wikipedia"
"bnwiki",0.978205096928959,0.00176831558475265,0.0190518672278183,2.07445493362297e-05,0.000667125244304936,1.52612004419479e-06,2.83401919122929e-05,0.000256984152872439,"bnwiki","Wikipedia"
"bowiki",0.989579283167943,0.0062819246335688,0.00123259506117137,0.000124184099688296,0.00261971934298712,1.75025488451553e-05,0.000114296744215767,3.04944015808698e-05,"bowiki","Wikipedia"
"bpywiki",0.98996654376828,0.00117186867242935,0.00177781095309603,0.000936119240553622,0.00559787176456727,0.000180375245409601,0.000188903448144158,0.000180506907520437,"bpywiki","Wikipedia"
"brwiki",0.480250068158044,0.468314928110669,0.00237773120493299,0.00180416607263503,0.039695718894223,6.92592429660339e-05,0.00748109247166398,7.03584486542264e-06,"brwiki","Wikipedia"
"brwikisource",0.00209869620692097,0.000845795779487567,0.985321056286917,4.34512448314931e-05,0.00120608775396629,1.50512309817528e-05,0.0104362078310199,3.3653665874756e-05,"brwikisource","Wikisource"
"bswiki",0.98704496867357,0.00110894924374627,0.00061793247477199,3.27266651524126e-05,0.000679180218369949,2.16018296296273e-06,0.00994990610204179,0.0005641764393841,"bswiki","Wikipedia"
"bswikinews",0.000360230547550586,0.00036023054755049,0.997478386167146,0.000360230547550517,0.000360230547550625,0.000360230547550433,0.000360230547550509,0.000360230547550442,"bswikinews","Wikinews"
"bugwiki",0.998463997882247,0.000362335545101922,0.000996437389869667,2.84941848748101e-05,9.3371786157182e-05,1.24564214196294e-05,2.65286407449333e-05,1.63781495852965e-05,"bugwiki","Wikipedia"
"bxrwiki",0.000882896784595377,6.24864438029447e-05,4.58267346526985e-05,0.98082384222981,0.00109464195181882,0.000150673324313269,0.0158676084264694,0.00107202410453758,"bxrwiki","Wikipedia"
"cawiki",0.0258308114717126,9.20024365866115e-05,0.963252376841881,0.00016641653506538,0.00986408844778765,8.86815623886438e-05,0.000705455831855568,1.66872722268654e-07,"cawiki","Wikipedia"
"cawikiquote",0.0463366934863408,0.00282777719910059,0.947162379752822,0.000596942473885583,0.00289437307037467,7.6227690834828e-06,0.000159660494342153,1.4550754050119e-05,"cawikiquote","Wikiquote"
"cawikisource",0.0537716066240047,0.0171620989047184,0.88440542229901,0.00315801622466275,0.0350752960112707,7.3280131889253e-05,0.00622789300699126,0.000126386797452578,"cawikisource","Wikisource"
"cbk_zamwiki",0.801286443600425,0.00491442367828551,0.186064204659193,0.00212557220546362,0.00399095294612688,7.2631491441845e-05,0.00130625521640506,0.00023951620265914,"cbk_zamwiki","Wikipedia"
"cdowiki",0.727972300070988,0.0013804524327825,0.109456856326109,0.00202449508808079,0.0117894368557243,7.32989954111995e-05,0.147054290731928,0.000248869498976608,"cdowiki","Wikipedia"
"cebwiki",0.490114828791794,0.249897130744324,0.210393059057431,3.37661421044363e-05,0.0414791876042105,0.000249935576804943,0.00772603142365904,0.000106060659672819,"cebwiki","Wikipedia"
"cewiki",0.00367798486982257,6.56204234270341e-08,7.35852004004197e-08,0.0107962940864142,1.15893404893661e-07,0.672878422785928,2.47238497620617e-06,0.31264457077383,"cewiki","Wikipedia"
"chrwiki",0.997478386167147,0.000360230547550453,0.000360230547550441,0.00036023054755044,0.000360230547550478,0.000360230547550432,0.000360230547550432,0.000360230547550432,"chrwiki","Wikipedia"
"chywiki",0.997478386167146,0.000360230547550432,0.000360230547550555,0.000360230547550449,0.000360230547550997,0.000360230547550432,0.000360230547550437,0.000360230547550432,"chywiki","Wikipedia"
"ckbwiki",0.889088839883525,0.00119930564502854,0.00860597538975654,0.000118808000710122,0.00236119947460253,0.0407949288233434,0.0578079797646696,2.29630183646051e-05,"ckbwiki","Wikipedia"
"commonswiki",6.02207470272592e-08,5.4790254256298e-08,9.37369924902041e-08,8.75347701782967e-07,1.29005003243856e-07,1.41171499465514e-06,0.999996637012639,7.38171667242385e-07,"commonswiki","Commons"
"cowiki",0.937468334668523,0.010106063247413,0.0446752282641499,0.000786668219866056,0.00646981269747466,2.47411977253755e-05,0.000371403841351596,9.77478634959914e-05,"cowiki","Wikipedia"
"crhwiki",0.0565848967680061,0.00236378111759456,0.0201928566627674,0.901316109767952,0.000620453294829469,0.000734424542871566,0.0123758743620075,0.00581160348397157,"crhwiki","Wikipedia"
"csbwiki",0.0642860901555369,0.390727917325393,0.300182260546855,0.000632709464197734,0.00978559211530505,3.07346990656414e-05,0.234161854752575,0.00019284094107113,"csbwiki","Wikipedia"
"cswiki",0.0383118358015185,0.153751400604457,0.80545516541772,0.000390081043405909,0.000111348217747241,0.000793042313862481,0.00114147594445743,4.56506568307405e-05,"cswiki","Wikipedia"
"cswikiquote",0.916931586703319,0.0101036668487381,0.0632462850888867,0.000352139451652015,0.00889676383156105,1.73241711238188e-05,0.000355537871610971,9.66960331087548e-05,"cswikiquote","Wikiquote"
"cswikisource",0.0568505527130202,0.00998756010805667,0.929173160303027,0.000707376244035706,0.00293138973768707,1.44351235150866e-05,0.000293853493861629,4.16722767966497e-05,"cswikisource","Wikisource"
"cvwiki",0.95860511232597,0.010191068943145,0.00171520649560427,0.000108986297300553,0.0286957692367422,6.74190395073396e-06,0.000641734481571249,3.53803157155689e-05,"cvwiki","Wikipedia"
"cywiki",0.104857939086252,0.000248762003709788,0.848294859251397,8.14872265907181e-05,0.0390221276653362,0.00333321506609686,0.004161244490064,3.65210554121418e-07,"cywiki","Wikipedia"
"dawiki",0.072826355642307,0.219728992838126,0.701524458710316,0.00115106269558941,0.00043951798006399,0.00171258607327832,0.00260883223682794,8.19382349233547e-06,"dawiki","Wikipedia"
"dawikiquote",0.000360230547550432,0.000360230547550544,0.997478386167147,0.000360230547550474,0.000360230547550432,0.000360230547550432,0.000360230547550433,0.000360230547550432,"dawikiquote","Wikiquote"
"dewiki",0.0760260061437982,0.635462263237435,0.272720054902503,0.00072847822257643,0.0121872574212219,0.0016235196486913,0.000326951219324154,0.000925469204449035,"dewiki","Wikipedia"
"dewikibooks",0.000360230547550665,0.997478386167147,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550438,"dewikibooks","Wikibooks"
"dewikinews",0.813497192539519,0.0353133873108278,0.141421728988143,0.00216820438046756,0.00479245191038501,7.26867830786093e-05,0.00243774473275617,0.000296603354822915,"dewikinews","Wikinews"
"dewikiquote",0.366190102175086,0.00119866787653783,0.619586665163315,0.00349916557143335,0.00869008148257734,5.30882843911811e-05,0.000627219555749793,0.000155009890909484,"dewikiquote","Wikiquote"
"dewikisource",0.264648765156376,0.00413015740403363,0.725703249730451,0.000153405261932268,0.00433563715162363,7.77360071216781e-06,0.000976950895013209,4.4060799857833e-05,"dewikisource","Wikisource"
"dewikivoyage",0.314873253311654,0.58031538887661,0.0833997519051912,3.01103761160133e-05,0.0213448855105744,1.06403990592609e-06,2.94451384167494e-05,6.10084153181435e-06,"dewikivoyage","Wikivoyage"
"diqwiki",0.869667378168237,0.00313051095459791,0.0811054286169259,0.00040650558098534,0.00141229044458499,1.58317920468852e-05,0.0441838478311814,7.82066114410136e-05,"diqwiki","Wikipedia"
"dsbwiki",0.741941309071793,0.00484595925318992,0.239247942407509,0.00157721058642011,0.0114177800218721,4.6587006635356e-05,0.000700587365693898,0.000222624286886234,"dsbwiki","Wikipedia"
"dtywiki",0.966405835367887,0.00131807488521723,0.0278062553227935,0.000967725835240188,0.0024839330446884,4.55922950437079e-05,0.000830247483951405,0.000142335765178652,"dtywiki","Wikipedia"
"dvwiki",0.996984926672865,0.00167486429732756,0.000275403561189723,6.10502132631868e-05,0.000949182204734758,1.64674070940967e-05,1.80053637469853e-05,2.01002797789042e-05,"dvwiki","Wikipedia"
"elwiki",0.18247502407703,0.00265952163763673,0.805629184673904,0.00504648551047782,0.000489470262672037,0.000855533822235484,0.0023252229041207,0.000519557111923186,"elwiki","Wikipedia"
"elwikiquote",0.982290211300417,0.011512035200648,0.00302393409607445,0.00101361816972779,0.00161444184703611,0.000180375280915505,0.00018500594850466,0.000180378156675815,"elwikiquote","Wikiquote"
"elwikivoyage",0.267384978669129,0.199086816311099,0.523648388560505,0.0016313643906246,0.00650742477918228,9.06184742579433e-05,0.00122040749386581,0.000430001321336865,"elwikivoyage","Wikivoyage"
"emlwiki",0.635419905428168,0.305297523887186,0.04824762300379,0.000566030014905745,0.00974727157589699,3.2999670214877e-05,0.000526871191064063,0.000161775228774307,"emlwiki","Wikipedia"
"enwiki",0.0396810466552306,0.874417467842507,0.0335172934105813,0.000653418237825486,0.0455547202029604,0.00111498593627336,0.00402784269169794,0.00103322502292384,"enwiki","Wikipedia"
"enwikibooks",0.0262987678248171,0.485451268654824,0.000182047550985878,0.000328674383710121,0.00274148658760731,0.000180375815447338,0.484343573955157,0.000473805227451793,"enwikibooks","Wikibooks"
"enwikinews",0.0791521387656831,0.0479939640594524,0.698077660388137,0.000859326104261323,0.173212386829056,6.03138811393639e-05,0.000413220421462631,0.000230989550808099,"enwikinews","Wikinews"
"enwikiquote",0.962004116991991,0.0016723155872305,0.029480837550057,0.000163830838882923,0.00596312409875668,2.26649224767406e-05,0.000616331539483114,7.67784711220778e-05,"enwikiquote","Wikiquote"
"enwikisource",0.0194643807715183,0.824779580698719,0.00944391804950666,0.000180500375869572,0.145384212633357,0.000180376096345999,0.000200608912226308,0.000366422462457575,"enwikisource","Wikisource"
"enwikivoyage",0.141808876232064,0.854975302107569,0.000267379440238107,0.000852728198734393,0.00100399086936317,0.000243155710415073,0.000848227916194578,3.39525421650409e-07,"enwikivoyage","Wikivoyage"
"eowiki",0.164847990433969,0.476565810185058,0.347726026391553,0.00197355433142815,0.000574128534698096,0.00258604582374915,0.00440968360601717,0.0013167606935276,"eowiki","Wikipedia"
"eowikinews",0.265133257669325,0.260816526473967,0.005358031191719,0.000335669113593,0.00272742493188405,0.000180375895592444,0.465079693133614,0.000369021590305154,"eowikinews","Wikinews"
"eowikisource",0.0438180571186274,0.650665286193303,0.295404450767744,0.00305540011388412,0.00450650978229135,0.000124301967844698,0.00171539928268183,0.000710594773622858,"eowikisource","Wikisource"
"eswiki",0.00338352077976855,0.218586002329035,0.772915134017861,0.000409701742989918,0.00234426988581785,0.000889801878396225,0.000974851361003319,0.000496718005127844,"eswiki","Wikipedia"
"eswikiquote",0.626001232322755,0.345096563041476,0.0177853735685223,0.00091032858580108,0.00997551692931958,6.17207230396528e-05,7.5150228154104e-05,9.41146009320745e-05,"eswikiquote","Wikiquote"
"eswikivoyage",0.933453175488282,0.00540527664039241,0.0578107634554444,0.000607175440987027,0.00224751158789352,2.31367756178957e-05,0.000374135024200994,7.88255871816149e-05,"eswikivoyage","Wikivoyage"
"etwiki",0.337358097110597,0.628940271513229,0.015086382207045,0.00194797540302446,0.00951781594561755,0.00286001801569607,0.00243680666844272,0.00185263313634827,"etwiki","Wikipedia"
"euwiki",0.0730292098533069,0.0674143146328405,0.857734077270802,0.000329251115002137,0.000106184551074036,0.000222326810983509,0.00116443503391192,2.00732078682776e-07,"euwiki","Wikipedia"
"extwiki",0.769949596751311,0.00456238856615492,0.183511270211606,0.00129301983727885,0.0398897766520634,4.59210941606837e-05,0.000595258077684832,0.000152768809739249,"extwiki","Wikipedia"
"fawiki",0.222560448207918,0.758062333139111,0.000414708655240651,0.00186447998219543,0.00615680393505193,0.00672816879296586,0.00150718619249461,0.00270587109502276,"fawiki","Wikipedia"
"fawikiquote",0.993097909121529,0.00477970098544073,0.000955842180440076,0.000196234945227611,0.000847189776111077,3.63488418050132e-05,3.91571819412433e-05,4.76169675056552e-05,"fawikiquote","Wikiquote"
"fawikivoyage",0.907437634484091,0.00152871532400899,0.0877211946578264,0.000958241551788364,0.00198735921330365,2.21892319436503e-05,0.000272311177947367,7.23543590909412e-05,"fawikivoyage","Wikivoyage"
"fiu_vrowiki",0.700473091574007,0.0119551462013272,0.00151815619875281,0.000258761372303608,0.285563544774146,4.55277458069154e-05,4.89012778969789e-05,0.000136870855759507,"fiu_vrowiki","Wikipedia"
"fiwiki",0.0422935184854661,0.947635212717038,0.00142449234221698,0.000969019975091687,0.00303469064609822,0.00295782563082386,0.000699519099477691,0.000985721103787131,"fiwiki","Wikipedia"
"fiwikibooks",0.999157844080846,0.000120307988451081,0.000120307988450433,0.000120307988450433,0.000120307988451157,0.000120307988450433,0.000120307988450433,0.000120307988450434,"fiwikibooks","Wikibooks"
"fiwikinews",0.99936823104693,9.02527075818762e-05,9.02527075812274e-05,9.02527075812274e-05,9.02527075819516e-05,9.02527075812274e-05,9.02527075812277e-05,9.02527075812288e-05,"fiwikinews","Wikinews"
"fiwikivoyage",0.970865868478779,0.00681931456854475,0.0145500895028163,0.000621054121946013,0.00660261200160228,3.03123837193882e-05,0.000411547714345747,9.92012282467775e-05,"fiwikivoyage","Wikivoyage"
"fowiki",0.50228750993962,0.322605086876114,0.16881629286709,9.26867267379964e-05,0.00343441728769426,4.94235329233168e-06,0.00273858567425641,2.04782751941901e-05,"fowiki","Wikipedia"
"frpwiki",0.988749164369201,0.00191685905398118,0.00236955283056483,0.00012970508761194,0.000324526253405725,1.91119878707248e-05,0.0064588494668466,3.22309505183589e-05,"frpwiki","Wikipedia"
"frrwiki",0.760629582107042,0.00402013017664901,0.129104043850299,0.0723137641613101,0.0286228708059419,2.48111496601265e-05,0.00514353600359851,0.000141261745499097,"frrwiki","Wikipedia"
"frwiki",0.000133627774737485,0.133832474956277,0.857900088789757,0.000307098591877372,0.00543577750384825,0.000336735189489422,0.00192285634672373,0.00013134084729019,"frwiki","Wikipedia"
"frwikibooks",0.000360230547550665,0.997478386167147,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550438,"frwikibooks","Wikibooks"
"frwikinews",0.0534378296085831,0.864295260690449,0.00345148847188321,0.000159725173673459,0.078517757862729,2.00675178278494e-05,7.93997087084401e-05,3.84709661455398e-05,"frwikinews","Wikinews"
"frwikiquote",0.17250287535063,0.794151638642815,0.0244137164923526,0.000206566938146572,0.00836583675308018,7.22130132087656e-05,0.00011087577415641,0.000176277035610056,"frwikiquote","Wikiquote"
"frwikisource",0.00212048507177328,0.0674692294810626,0.923033829454399,6.1138853321054e-05,0.00133441466573472,9.03467407596992e-06,0.00594000568760006,3.1862112033277e-05,"frwikisource","Wikisource"
"frwikivoyage",0.172588444456218,0.823946051552619,0.000294987708813006,1.19275346581303e-05,0.00294833364906476,7.44053867488769e-07,0.000206781426453176,2.72961830652537e-06,"frwikivoyage","Wikivoyage"
"furwiki",0.554093513941486,0.362262489111293,0.0313339813348981,0.000422966338557388,0.0506633550551817,3.70530403408507e-05,0.00102213631772898,0.000164504860514017,"furwiki","Wikipedia"
"fywiki",0.538791305485112,0.368888606663306,0.00622977498084632,3.89076644854958e-05,0.0810213795945161,1.68569729411524e-06,0.00484883659801826,0.00017950331642164,"fywiki","Wikipedia"
"gagwiki",0.000360230547550534,0.000360230547550442,0.000360230547550432,0.000360230547550435,0.000360230547550477,0.000360230547550432,0.997478386167147,0.000360230547550432,"gagwiki","Wikipedia"
"ganwiki",0.365446184023512,0.620520404569614,0.00111125031818117,0.000104993073152566,0.00328953006940126,1.39777628651589e-05,0.0094857905054202,2.78696778545625e-05,"ganwiki","Wikipedia"
"gawiki",0.512040885691129,0.440019892362497,0.00878788259539473,3.09325906767044e-05,0.0272240910173728,0.00115842242899698,0.0107310816363881,6.81167754473439e-06,"gawiki","Wikipedia"
"gdwiki",0.00550325698526942,0.000105385311159784,0.994210709777181,1.18795004719494e-05,0.000161874213336274,4.95315414419313e-07,4.46685347663755e-06,1.93204369018897e-06,"gdwiki","Wikipedia"
"glkwiki",0.0172539055968816,0.0102712183391366,0.00581172866246992,0.000275159909227814,0.963490293517879,0.000120308100256948,0.0024501829501251,0.000327202924023449,"glkwiki","Wikipedia"
"glwiki",0.260788868747438,0.19081662184262,0.524089219885389,4.78348269673774e-07,0.0137037636824139,0.00771277497957271,0.00194774781328676,0.00094052470100963,"glwiki","Wikipedia"
"gnwiki",0.988433844333556,0.00520350220693981,0.00322941265883102,0.000220850189038154,0.00269665858816558,1.64868884538389e-05,0.000158066397507896,4.11787375074806e-05,"gnwiki","Wikipedia"
"gomwiki",0.989134925499357,0.00292003067111546,0.00261411679392393,0.000291216619037978,0.00463655175237969,0.000120308229467619,0.000121304673467592,0.000161545761250796,"gomwiki","Wikipedia"
"gotwiki",0.00036023054755109,0.00036023054755044,0.000360230547550449,0.00036023054755044,0.997478386167146,0.000360230547550432,0.000360230547550432,0.000360230547550432,"gotwiki","Wikipedia"
"guwiki",0.745979968709047,0.0003403838968292,0.251477794173461,5.90518505005997e-05,0.000244286972243889,5.00446193978598e-06,0.00187121988019591,2.22900557827048e-05,"guwiki","Wikipedia"
"guwikisource",0.997478386167147,0.000360230547550489,0.000360230547550608,0.000360230547550538,0.000360230547550432,0.000360230547550432,0.000360230547550436,0.000360230547550432,"guwikisource","Wikisource"
"gvwiki",0.866340413869706,0.00586326810225624,0.121696376209962,0.00145524185572712,0.00362311192708052,4.67095064455974e-05,0.000793094710297648,0.000181783818524871,"gvwiki","Wikipedia"
"hakwiki",0.97569934961794,0.00122477742223951,0.0147063866723972,0.000432180220637143,0.00381164487292976,1.60401249840064e-05,0.00405852792831144,5.10931405604847e-05,"hakwiki","Wikipedia"
"hawiki",0.997478386167147,0.000360230547550675,0.000360230547550459,0.000360230547550461,0.000360230547550432,0.000360230547550432,0.000360230547550432,0.000360230547550432,"hawiki","Wikipedia"
"hawwiki",0.859047682724543,0.00218583292067537,0.00329408187582321,0.000876110951745495,0.05541279793901,4.01284938338677e-05,0.0790869620457162,5.64030486527071e-05,"hawwiki","Wikipedia"
"hewiki",0.066447502947947,0.32930924423461,0.600529969681741,0.000853877398324608,9.13953971703757e-05,0.00148145863217408,0.000846309527047598,0.000440242180985258,"hewiki","Wikipedia"
"hewikiquote",0.997478386167147,0.000360230547550432,0.000360230547550443,0.000360230547550438,0.000360230547550535,0.000360230547550432,0.000360230547550433,0.000360230547550432,"hewikiquote","Wikiquote"
"hewikisource",0.963465548644619,0.0130235085008078,0.0104996461318813,0.00255595899094983,0.0100146973406784,8.05933062652081e-05,0.000262214081659212,9.78330031396412e-05,"hewikisource","Wikisource"
"hewikivoyage",0.978752133126187,0.00854608897945396,0.0101796608415898,0.000401139479601083,0.00187006356586619,1.74205552472659e-05,0.000178075276808581,5.54181752460673e-05,"hewikivoyage","Wikivoyage"
"hifwiki",0.989550204077708,0.000415042640210842,0.000927151780392681,0.000307713429192225,0.00869740939423292,3.29203381692344e-05,3.39831238564627e-05,3.55752162374348e-05,"hifwiki","Wikipedia"
"hiwiki",0.867967990763927,0.000256547240174384,0.131238196930718,1.07609513368682e-05,0.000351431138038261,1.04274640854399e-06,4.77047385762193e-05,0.00012632549082036,"hiwiki","Wikipedia"
"hrwiki",0.411415573028717,0.584174965607372,0.000635207578252203,6.95171631966152e-07,0.00041740636635699,0.000443962917741331,0.00126398558412995,0.00164820374579918,"hrwiki","Wikipedia"
"hsbwiki",0.863105772014275,0.00683377311145877,0.0562216360542597,0.0683892523988476,0.00498241457197102,2.34298628343154e-05,0.000295362469420398,0.000148359516933193,"hsbwiki","Wikipedia"
"htwiki",0.921256850131474,0.00298488145726028,0.00110371931381451,0.000241080135978914,0.000587636259439565,4.01284717238667e-05,0.0737412094983184,4.4494731990305e-05,"htwiki","Wikipedia"
"huwiki",0.172130664037846,0.0418373209726903,0.733948150923121,0.000371441817273808,0.0403600228792634,0.00083472109545849,0.00998663772804711,0.000531040546300159,"huwiki","Wikipedia"
"huwikiquote",0.997478386167147,0.000360230547550432,0.000360230547550443,0.000360230547550438,0.000360230547550535,0.000360230547550432,0.000360230547550433,0.000360230547550432,"huwikiquote","Wikiquote"
"hywiki",0.000110813736697791,9.70720208717313e-07,0.00149782192242765,0.0322711253305054,0.000289156638929895,0.6565807924257,4.14679356740961e-05,0.309207851289857,"hywiki","Wikipedia"
"iawiki",0.120220031288171,0.000388463441357829,0.874783909421542,2.49585074277988e-05,0.000574088942048395,0.00275432294462301,1.85555100646358e-05,0.00123566994476546,"iawiki","Wikipedia"
"idwiki",0.413281545493072,0.571613146546395,0.00108061748223255,0.00294441758570896,0.000228891635704942,0.00740784489312222,0.00271246916035941,0.000731067203404962,"idwiki","Wikipedia"
"iewiki",0.838357850793338,0.000950654391711476,0.0917671822002099,0.000843308398403389,0.0071120143067583,2.6504288537759e-05,0.000351340230322693,0.0605911453907184,"iewiki","Wikipedia"
"igwiki",0.550033476864527,0.000683247495333401,0.000745767352422727,0.00097743576082759,0.00558802642988819,0.000180375228239236,0.441611294727567,0.000180376141195209,"igwiki","Wikipedia"
"ilowiki",0.175704993071633,0.000298112333394707,0.6776617350157,0.000106466343636147,0.0201424034034762,0.0861944742769575,0.0398259136774427,6.5901877759485e-05,"ilowiki","Wikipedia"
"iowiki",0.792002939747799,0.00159081552416794,0.139844683013993,0.0001411878481259,0.0375312638848272,0.00495300730985918,0.0227107825565517,0.00122532011467594,"iowiki","Wikipedia"
"iswiki",0.58728758794952,0.395679743471073,0.0134988626956358,3.68951752419242e-05,0.00273741604048664,1.61560585652547e-06,0.000196777220041585,0.000561101842144539,"iswiki","Wikipedia"
"itwiki",0.0797654978304271,0.896711408897403,0.016989546668841,0.000845260131728232,0.00166973643569213,0.00244047889323841,0.00105968540098136,0.000518385741688815,"itwiki","Wikipedia"
